ligand,RMSD_all,RMSD_heme,RMSD_ax
HIS-TYR,0.41872601788178054,0.20825085810718605,0.4462607143446371
HIS-TYR,0.0,0.0,0.0
HIS-TYR,3.5345521767668786e-08,3.6500241499888574e-08,5.129951034926596e-08
HIS-TYR,0.47044125214474786,0.23409827965137892,0.6032959042972196
HIS-TYR,0.7982067487627094,0.4331167182069374,0.7452374790428302
HIS-TYR,1.150161916035778,0.5086695959049431,1.227616327357218
HOH,2.0,2.0,2.0
HOH,0.13183159027121025,0.12790200527783815,0.8234668610337115
HOH,0.1864380229107585,0.1808807505186339,1.1645580030386755
HOH,0.0,0.0,0.0
HOH,0.06591579513560512,0.06395100263891908,0.41173343051685574
HOH,0.13183159027121025,0.12790200527783815,0.8234668610337115
HOH,0.19774738540681536,0.19185300791675725,1.235200291550567
HOH,0.2636631805424205,0.2558040105556763,1.646933722067423
HOH-HOH,2.0,2.0,2.0
HOH-HOH,0.30037617991292964,0.30813091102105145,7.996802249550067e-08
HOH-HOH,0.0629779105643563,0.07054934284650982,3.769728732309793e-08
HOH-HOH,0.2558440722879134,0.2582449922860297,5.3312014997000454e-08
HOH-HOH,0.2781101261004215,0.2831879516535406,6.664001874625056e-08
HOH-HOH,0.30037617991292964,0.30813091102105145,7.996802249550067e-08
HOH-HOH,0.32264223372543777,0.3330738703885623,9.329602624475078e-08
HOH-HOH,0.3449082875379459,0.3580168297560732,1.066240299940009e-07
HOH-OXY,1.0,1.0,1.0
HOH-OXY,0.0,0.0,0.0
HOH-OXY,,,
HOH-OXY,0.0,0.0,0.0
HOH-OXY,0.0,0.0,0.0
HOH-OXY,0.0,0.0,0.0
HOH-OXY,0.0,0.0,0.0
HOH-OXY,0.0,0.0,0.0
LYS-MET,1.0,1.0,1.0
LYS-MET,0.5028685157220715,0.4681459374181205,0.383019493424225
LYS-MET,,,
LYS-MET,0.5028685157220715,0.4681459374181205,0.383019493424225
LYS-MET,0.5028685157220715,0.4681459374181205,0.383019493424225
LYS-MET,0.5028685157220715,0.4681459374181205,0.383019493424225
LYS-MET,0.5028685157220715,0.4681459374181205,0.383019493424225
LYS-MET,0.5028685157220715,0.4681459374181205,0.383019493424225
MET-MET,3.0,3.0,3.0
MET-MET,0.2624959653129632,0.18651313399855476,0.23282816840363438
MET-MET,0.24137119244628466,0.16483668974269564,0.20706137603615202
MET-MET,1.348699152348609e-07,0.0,3.5942953178616e-08
MET-MET,0.15630722373583342,0.1234472988270767,0.15107485640443252
MET-MET,0.3126143126017516,0.2468945976541534,0.3021496768659119
MET-MET,0.39374388053448717,0.27976970099783216,0.34924223463397497
MET-MET,0.4748734484672227,0.312644804341511,0.3963347924020381
MET-TYR,1.0,1.0,1.0
MET-TYR,0.6799664918966343,0.409387526181213,0.8093691895823506
MET-TYR,,,
MET-TYR,0.6799664918966343,0.409387526181213,0.8093691895823506
MET-TYR,0.6799664918966343,0.409387526181213,0.8093691895823506
MET-TYR,0.6799664918966343,0.409387526181213,0.8093691895823506
MET-TYR,0.6799664918966343,0.409387526181213,0.8093691895823506
MET-TYR,0.6799664918966343,0.409387526181213,0.8093691895823506
TYR,16.0,16.0,16.0
TYR,0.5151426644345857,0.3844073767167828,0.21963828538434577
TYR,0.2718683553757657,0.1787890947657248,0.117597498329628
TYR,0.0,0.0,0.0
TYR,0.43502869971627467,0.36570667971164594,0.1336315526322596
TYR,0.5422039592673273,0.4213310875018862,0.2566379946002826
TYR,0.6169985550471957,0.43393046545542463,0.2866788049937372
TYR,1.1174039167949854,0.7209609884697133,0.3959589162489036
TYR-HOH,9.0,9.0,9.0
TYR-HOH,0.4538529052784956,0.3047009191631232,0.21816761039379973
TYR-HOH,0.19994927296466955,0.13117381496423183,0.25947205675600854
TYR-HOH,0.0,0.0,0.0
TYR-HOH,0.3885601946204315,0.2870533001099407,0.0001094104658009
TYR-HOH,0.5304892496003518,0.3011861072507958,0.0001325839121903
TYR-HOH,0.5745248413612314,0.3669984187165344,0.4672237219546279
TYR-HOH,0.6253429293888672,0.4792384101904038,0.5320585023420776
