ligand,RMSD_all,RMSD_heme,RMSD_ax
HIS-TYR,0.3352998450319373,0.16678227916588528,0.35049487575405286
HIS-TYR,1.4138208707067514e-07,1.460009659995543e-07,2.0519804139706385e-07
HIS-TYR,0.4597885589891621,0.22524510289044716,0.5887608702297517
HIS-TYR,0.689877009087845,0.3591839686912103,0.7255008609092476
HIS-TYR,0.8654818199114698,0.47503523812612414,0.8076733692502513
HIS-TYR,1.150161916035778,0.5086695959049431,1.227616327357218
HOH,1.0,1.0,1.0
HOH,0.2636631805424205,0.2558040105556763,1.646933722067423
HOH,,,
HOH,0.2636631805424205,0.2558040105556763,1.646933722067423
HOH,0.2636631805424205,0.2558040105556763,1.646933722067423
HOH,0.2636631805424205,0.2558040105556763,1.646933722067423
HOH,0.2636631805424205,0.2558040105556763,1.646933722067423
HOH,0.2636631805424205,0.2558040105556763,1.646933722067423
HOH-HOH,2.0,2.0,2.0
HOH-HOH,0.30037617991292964,0.30813091102105145,7.996802249550067e-08
HOH-HOH,0.0629779105643563,0.07054934284650982,3.769728732309793e-08
HOH-HOH,0.2558440722879134,0.2582449922860297,5.3312014997000454e-08
HOH-HOH,0.2781101261004215,0.2831879516535406,6.664001874625056e-08
HOH-HOH,0.30037617991292964,0.30813091102105145,7.996802249550067e-08
HOH-HOH,0.32264223372543777,0.3330738703885623,9.329602624475078e-08
HOH-HOH,0.3449082875379459,0.3580168297560732,1.066240299940009e-07
LYS-MET,1.0,1.0,1.0
LYS-MET,0.5028685157220715,0.4681459374181205,0.383019493424225
LYS-MET,,,
LYS-MET,0.5028685157220715,0.4681459374181205,0.383019493424225
LYS-MET,0.5028685157220715,0.4681459374181205,0.383019493424225
LYS-MET,0.5028685157220715,0.4681459374181205,0.383019493424225
LYS-MET,0.5028685157220715,0.4681459374181205,0.383019493424225
LYS-MET,0.5028685157220715,0.4681459374181205,0.383019493424225
MET-MET,2.0,2.0,2.0
MET-MET,0.39374388053448717,0.27976970099783216,0.34924223463397497
MET-MET,0.11473453527994394,0.04649241701304764,0.06659893388243332
MET-MET,0.3126143126017516,0.2468945976541534,0.3021496768659119
MET-MET,0.35317909656811936,0.2633321493259928,0.3256959557499434
MET-MET,0.39374388053448717,0.27976970099783216,0.34924223463397497
MET-MET,0.4343086645008549,0.2962072526696716,0.37278851351800657
MET-MET,0.4748734484672227,0.312644804341511,0.3963347924020381
MET-TYR,1.0,1.0,1.0
MET-TYR,0.6799664918966343,0.409387526181213,0.8093691895823506
MET-TYR,,,
MET-TYR,0.6799664918966343,0.409387526181213,0.8093691895823506
MET-TYR,0.6799664918966343,0.409387526181213,0.8093691895823506
MET-TYR,0.6799664918966343,0.409387526181213,0.8093691895823506
MET-TYR,0.6799664918966343,0.409387526181213,0.8093691895823506
MET-TYR,0.6799664918966343,0.409387526181213,0.8093691895823506
TYR,14.0,14.0,14.0
TYR,0.5887344736395264,0.43932270420579494,0.25101518018717534
TYR,0.19653176471199382,0.10441244711606412,0.08645697334708656
TYR,0.3626282701294561,0.2824558620953347,0.0972767915090816
TYR,0.4585955960192369,0.38681460849379834,0.21573904623164258
TYR,0.5815803899042457,0.4266375730535753,0.26895914424049944
TYR,0.6248442782605212,0.43477036127682955,0.2950185792019215
TYR,1.1174039167949854,0.7209609884697133,0.3959589162489036
TYR-HOH,8.0,8.0,8.0
TYR-HOH,0.5105845184383075,0.3427885340585136,0.24543856169302472
TYR-HOH,0.11219079857186663,0.06887315094946614,0.2632378721652143
TYR-HOH,0.2976712248851395,0.2847798071571791,1.8082827720584223e-05
TYR-HOH,0.4815076829550793,0.2955554812510426,0.0001142419192982
TYR-HOH,0.5419363071284924,0.3121928582674681,0.2293460703623147
TYR-HOH,0.5814471720027179,0.375614583569327,0.47674048717235695
TYR-HOH,0.6253429293888672,0.4792384101904038,0.5320585023420776
