file_name,HOMO-9,HOMO-8,HOMO-7,HOMO-6,HOMO-5,HOMO-4,HOMO-3,HOMO-2,HOMO-1,HOMO,LUMO,LUMO+1,LUMO+2,LUMO+3,LUMO+4,LUMO+5,LUMO+6,LUMO+7,LUMO+8,LUMO+9,spatial_extent_R2_au,net_charge,dipole.X,dipole.Y,dipole.Z,dipole.Tot,traceless_quadrupole.XX,traceless_quadrupole.YY,traceless_quadrupole.ZZ,traceless_quadrupole.XY,traceless_quadrupole.XZ,traceless_quadrupole.YZ,octapole.XXX,octapole.YYY,octapole.ZZZ,octapole.XYY,octapole.XXY,octapole.XXZ,octapole.XZZ,octapole.YZZ,octapole.YYZ,octapole.XYZ,natural_population.atoms[0].valence,natural_population.atoms[1].valence,natural_population.atoms[2].valence,natural_population.atoms[3].valence,natural_population.atoms[4].valence,PDB-ID,function,axial1,axial2,pocket_volume,saddling,ruffling,doming,breathing,rotation,wavx,wavy,pro,nstr,mstr,transx,transy,solute,lft_orbitals.Fe.d_xy.occupancy,lft_orbitals.Fe.d_xy.energy,lft_orbitals.Fe.d_xz.occupancy,lft_orbitals.Fe.d_xz.energy,lft_orbitals.Fe.d_yz.occupancy,lft_orbitals.Fe.d_yz.energy,lft_orbitals.Fe.d_(x2-y2).occupancy,lft_orbitals.Fe.d_(x2-y2).energy,lft_orbitals.Fe.d_z2.occupancy,lft_orbitals.Fe.d_z2.energy,iron_natural_charge,charge,multiplicity,t_2g_energy_mean,e_g_energy_mean,lft_energy_delta,lft_occupancy_delta,homo_lumo_gap,homo1_lumo1_gap,homo2_lumo2_gap,overview_N-N_au,overview_E-N_au,overview_KE_au,total_energies[0]
2mgm01.log,-0.25324,-0.24713,-0.24436,-0.2342,-0.229,-0.22488,-0.21355,-0.21137,-0.1899,-0.18434,-0.10352,-0.07229,-0.07155,-0.02412,-0.00402,-0.00025,0.00181,0.00809,0.01844,0.02193,20465.6585,-0.0,-2.3528,-1.2148,7.809,8.2457,5.8152,-1.7057,-4.1094,2.7423,-3.0926,-4.8613,-42.2232,-45.1305,177.2801,-0.4099,-5.723,-1.691,-41.0287,-17.484,-26.8907,7.2615,7.70127,5.33536,5.3216,5.33172,5.31783,154,3,1,3,542.0,0.083,-0.019,-0.176,-0.125,-0.003,0.063,-0.054,0.015,-0.095,0.073,-0.001,0.021,0,1.86477,-0.22659,1.70588,-0.23086,1.57338,-0.22109,0.85551,-0.13448,0.77172,-0.16714,0.26545,0,1,-0.22618000000000002,-0.15081,0.07537000000000002,-3.5168,0.08082,0.11761000000000002,0.13982,6180.756638193,-19547.90749529,3047.215692639,-3057.87576468
2mgm12.log,-0.3621,-0.35936,-0.34364,-0.33971,-0.33711,-0.33501,-0.32496,-0.32215,-0.31381,-0.30182,-0.21505,-0.18938,-0.18848,-0.13348,-0.11445,-0.11262,-0.10082,-0.0886,-0.08355,-0.069,20362.1501,1.0,-2.0017,-0.7241,6.2847,6.6354,21.6107,14.0975,-35.7082,2.6078,-3.5688,-5.079,-1.6717,11.1544,205.7988,-6.7947,-16.671,-37.7296,-37.1997,-18.9372,-59.1194,7.1016,7.7093,5.3534,5.34056,5.35009,5.3373,154,3,1,3,542.0,0.083,-0.019,-0.176,-0.125,-0.003,0.063,-0.054,0.015,-0.095,0.073,-0.001,0.021,0,0.93216,-0.33933,0.85268,-0.34171,0.79125,-0.33309,0.42196,-0.24579,0.38673,-0.27825,0.25726,1,2,-0.3380433333333334,-0.26202000000000003,0.07602333333333339,-1.7673999999999999,0.08676999999999999,0.12442999999999999,0.13366999999999998,6180.756638193,-19512.99792523,3047.026979513,-3057.65404035
2mgm16.log,-0.35137,-0.34986,-0.34259,-0.3385,-0.33635,-0.3316,-0.32679,-0.31938,-0.31742,-0.23911,-0.19848,-0.14616,-0.14357,-0.13708,-0.10216,-0.09427,-0.08916,-0.07814,-0.06369,-0.05209,20365.5552,1.0,-2.1991,-0.7107,7.172,7.5351,19.2076,15.9332,-35.1408,4.3194,-3.2351,-5.2359,-6.6403,10.78,216.6755,-7.5416,-17.1276,-35.3046,-37.9695,-18.639,-60.0449,6.6811,7.51906,5.32216,5.31892,5.33108,5.31698,154,3,1,3,542.0,0.083,-0.019,-0.176,-0.125,-0.003,0.063,-0.054,0.015,-0.095,0.073,-0.001,0.021,0,0.93556,-0.36566,0.97055,-0.41349,0.97418,-0.41195,0.44984,-0.27907,0.4576,-0.31604,0.44327,1,6,-0.39703333333333335,-0.297555,0.09947833333333334,-1.97285,0.04063,0.17125999999999997,0.17581,6180.756638193,-19512.74020943,3047.436018497,-3057.59161886
2nrl01.log,-0.24222,-0.23635,-0.23236,-0.22523,-0.21825,-0.1906,-0.18272,-0.17822,-0.17652,-0.17554,-0.06307,-0.06259,-0.0177,0.00564,0.01261,0.01614,0.02398,0.03067,0.03747,0.04577,20048.6468,-0.0,-1.0461,-1.4082,3.2379,3.6825,-4.1535,-9.6765,13.83,1.8987,-3.7876,-1.0351,-14.5709,-34.4195,97.1062,3.6703,-32.7617,7.0485,-25.6181,-17.2345,-19.1496,-0.4133,7.73219,5.33578,5.326,5.3487,5.32608,155,3,1,1,506.0,-0.002,-0.093,-0.219,-0.113,-0.003,0.139,0.099,-0.039,-0.008,-0.024,-0.01,0.03,0,0.65419,-0.06476,1.89066,-0.18721,1.86255,-0.18449,1.9665,-0.17663,0.51216,-0.07722,0.2394,0,1,-0.14548666666666665,-0.126925,0.018561666666666643,-1.9287400000000003,0.11247,0.11393,0.16052,5962.902824265,-18940.13121918,2973.866142639,-2984.02664298
2nrl12.log,-0.39347,-0.37601,-0.37349,-0.3534,-0.33956,-0.33359,-0.32599,-0.32179,-0.29932,-0.28934,-0.19527,-0.17778,-0.17728,-0.14846,-0.12112,-0.10245,-0.09017,-0.0775,-0.0745,-0.06398,19954.3573,1.0,-1.055,-1.2362,3.3467,3.7205,6.9346,0.549,-7.4836,-0.3237,-4.229,-1.8039,-2.6699,-18.3726,150.6478,-7.4339,-4.8776,-21.4722,-18.9276,-19.5775,-49.8482,-0.0887,7.42876,5.36122,5.34692,5.37418,5.3446,155,3,1,1,506.0,-0.002,-0.093,-0.219,-0.113,-0.003,0.139,0.099,-0.039,-0.008,-0.024,-0.01,0.03,0,0.45,-0.29632,0.95882,-0.42422,0.94756,-0.41903,0.97477,-0.3803,0.40806,-0.32665,0.53543,1,2,-0.3798566666666667,-0.353475,0.026381666666666692,-0.9735499999999997,0.09406999999999999,0.12153999999999998,0.14451000000000003,5962.902824265,-18902.48823909,2973.4731142,-2983.83563713
2nrm01.log,-0.24204,-0.23609,-0.23246,-0.22503,-0.21836,-0.19068,-0.18283,-0.17824,-0.17675,-0.17572,-0.06329,-0.0627,-0.01789,0.00667,0.01245,0.01639,0.02333,0.03099,0.03732,0.04583,20017.8482,-0.0,-1.05,-1.3985,3.1165,3.5736,-3.9396,-9.4634,13.403,1.9444,-6.2805,-1.3896,-13.5517,-35.8044,91.056,4.3985,-34.4182,24.3072,-23.6218,-14.7534,-28.3985,-9.5677,7.73259,5.33544,5.32569,5.34731,5.3278,156,3,1,1,524.0,-0.008,-0.105,-0.217,-0.139,0.0,0.151,0.082,-0.039,-0.017,0.023,-0.008,0.033,0,0.66829,-0.06609,1.88114,-0.18641,1.86672,-0.18481,1.95336,-0.17564,0.5176,-0.07777,0.23902,0,1,-0.14576999999999998,-0.126705,0.01906499999999997,-1.9451900000000002,0.11242999999999999,0.11404999999999998,0.16035000000000002,5964.990753974,-18944.2774858,2973.863809933,-2984.02654793
2nrm05.log,-0.26143,-0.23611,-0.23041,-0.22209,-0.21534,-0.21322,-0.20287,-0.1798,-0.17617,-0.16184,-0.06693,-0.06398,-0.01791,0.00661,0.01735,0.023,0.02511,0.0338,0.04496,0.04832,20020.2299,-0.0,-0.986,-1.3997,2.9819,3.4385,-2.8978,-9.3525,12.2503,1.7342,-6.2822,-1.3683,-11.2311,-34.6888,89.7136,5.6868,-33.5864,23.4276,-23.5148,-14.446,-28.1788,-9.6418,7.06574,5.43824,5.44537,5.4486,5.44723,156,3,1,1,524.0,-0.008,-0.105,-0.217,-0.139,0.0,0.151,0.082,-0.039,-0.017,0.023,-0.008,0.033,0,0.96307,-0.30582,0.96086,-0.29394,0.95106,-0.25885,0.96381,-0.28583,0.97627,-0.31633,0.88606,0,5,-0.2862033333333333,-0.30108,-0.014876666666666705,-0.9349099999999999,0.09491000000000001,0.11219,0.16188999999999998,5964.990753974,-18944.40617722,2974.90459643,-2984.01266979
2nrm12.log,-0.3954,-0.37607,-0.37515,-0.35096,-0.33983,-0.33534,-0.32477,-0.3235,-0.3,-0.29012,-0.19054,-0.1789,-0.1774,-0.15526,-0.12173,-0.09943,-0.08989,-0.07852,-0.0748,-0.0623,19923.5837,1.0,-1.0038,-1.2234,3.1639,3.5376,8.2024,0.9484,-9.1508,1.7953,-7.2885,-1.3918,-1.229,-24.7889,141.1444,-3.0108,-4.9095,-1.6575,-18.0609,-15.2374,-51.2313,-17.1566,7.3802,5.36212,5.35433,5.37528,5.3543,156,3,1,1,524.0,-0.008,-0.105,-0.217,-0.139,0.0,0.151,0.082,-0.039,-0.017,0.023,-0.008,0.033,0,0.46153,-0.30321,0.96904,-0.45276,0.96269,-0.40281,0.96467,-0.38561,0.38254,-0.3169,0.58315,1,2,-0.38626000000000005,-0.351255,0.035005000000000064,-1.0460499999999997,0.09958,0.12109999999999999,0.1461,5964.990753974,-18906.59295466,2973.529807765,-2983.83778467
2nrm16.log,-0.37728,-0.37585,-0.3494,-0.34124,-0.33722,-0.32847,-0.32749,-0.32494,-0.29922,-0.29027,-0.17979,-0.17911,-0.1225,-0.09842,-0.09079,-0.07919,-0.07621,-0.06134,-0.05956,-0.0541,19924.8284,1.0,-1.014,-1.1581,2.9725,3.3473,8.6481,2.0312,-10.6793,2.0953,-7.3994,-1.3615,-0.6498,-22.8082,138.6143,-3.5135,-3.0605,-2.0612,-18.4462,-14.9864,-51.4084,-17.558,6.76788,5.47085,5.46417,5.48186,5.46466,156,3,1,1,524.0,-0.008,-0.105,-0.217,-0.139,0.0,0.151,0.082,-0.039,-0.017,0.023,-0.008,0.033,0,0.95967,-0.52811,0.95328,-0.5119,0.94503,-0.5057,0.95394,-0.50212,0.96938,-0.54054,1.15668,1,6,-0.5152366666666667,-0.5213300000000001,-0.006093333333333395,-0.93466,0.11047999999999997,0.12011,0.20244,5964.990753974,-18906.4926488,2974.527884652,-2983.83653382
2oh801.log,-0.24216,-0.23863,-0.22883,-0.22549,-0.21832,-0.19052,-0.18274,-0.17814,-0.17666,-0.17579,-0.06358,-0.06211,-0.01757,0.0063,0.01216,0.01701,0.02399,0.03126,0.03708,0.04533,20028.3941,-0.0,2.1396,-0.502,3.044,3.7544,-3.2586,-10.8126,14.0712,-1.9516,4.5601,0.0018,42.3865,-20.5751,96.4779,29.7506,5.2427,8.6379,34.2189,-11.6017,-20.6546,0.7827,7.73342,5.33485,5.3262,5.34609,5.32803,157,3,1,1,527.0,0.078,-0.074,-0.261,0.019,0.009,0.186,0.028,-0.046,0.063,0.038,-0.011,0.017,0,0.70288,-0.06884,1.89671,-0.18764,1.86706,-0.18468,1.91645,-0.17248,0.50589,-0.07662,0.23804,0,1,-0.14705333333333334,-0.12455,0.022503333333333347,-2.0443099999999994,0.11221,0.11455000000000001,0.16057,5965.019812367,-18944.38263206,2973.872019391,-2984.02563058
2oh805.log,-0.26179,-0.23768,-0.22987,-0.22166,-0.21452,-0.21245,-0.20104,-0.17989,-0.17567,-0.16027,-0.06594,-0.06417,-0.01727,0.00633,0.01622,0.0236,0.02418,0.03316,0.04443,0.04967,20030.9769,-0.0,2.1836,-0.438,3.0676,3.7908,-3.4006,-10.1412,13.5418,-1.5467,4.6206,-0.0302,41.8347,-18.1648,97.1577,29.2507,6.5822,8.966,34.1947,-11.4957,-20.7711,0.7037,7.07499,5.43654,5.44335,5.44714,5.45128,157,3,1,1,527.0,0.078,-0.074,-0.261,0.019,0.009,0.186,0.028,-0.046,0.063,0.038,-0.011,0.017,0,0.96311,-0.30198,0.95948,-0.26769,0.95232,-0.28018,0.96369,-0.28597,0.97637,-0.31419,0.87612,0,5,-0.28328333333333333,-0.30008,-0.016796666666666682,-0.93485,0.09433,0.11149999999999999,0.16262,5965.019812367,-18944.59037343,2974.921916474,-2984.01123788
2oh812.log,-0.39369,-0.37529,-0.37472,-0.35248,-0.33917,-0.33492,-0.32458,-0.3222,-0.29946,-0.28972,-0.18936,-0.17823,-0.17757,-0.15473,-0.12109,-0.10105,-0.08994,-0.07779,-0.07578,-0.06164,19934.2287,1.0,2.0462,-0.3938,3.0815,3.7199,7.7498,-0.3268,-7.423,-1.8866,5.5531,-0.3979,29.403,6.5357,149.2372,8.7466,-6.9102,-18.9435,28.6471,-12.2884,-55.577,2.2381,7.39117,5.36284,5.3547,5.37383,5.35577,157,3,1,1,527.0,0.078,-0.074,-0.261,0.019,0.009,0.186,0.028,-0.046,0.063,0.038,-0.011,0.017,0,0.47605,-0.30482,0.97236,-0.40426,0.9658,-0.44891,0.9467,-0.38289,0.37735,-0.31554,0.57267,1,2,-0.3859966666666666,-0.349215,0.0367816666666666,-1.0901599999999998,0.10035999999999998,0.12123,0.14462999999999998,5965.019812367,-18906.72732344,2973.534682802,-2983.83866314
2oh816.log,-0.37753,-0.37614,-0.34879,-0.34156,-0.33636,-0.32852,-0.32777,-0.32397,-0.29941,-0.29035,-0.17997,-0.17899,-0.12224,-0.09684,-0.09099,-0.079,-0.0775,-0.05901,-0.05855,-0.05468,19935.2479,1.0,1.9719,-0.3666,2.6308,3.3082,9.0933,0.7507,-9.8439,-2.0743,5.5957,-0.3123,26.9665,7.9615,142.8701,7.0847,-7.8304,-20.485,28.5591,-12.1158,-56.1089,2.4076,6.76848,5.47046,5.46166,5.48204,5.46891,157,3,1,1,527.0,0.078,-0.074,-0.261,0.019,0.009,0.186,0.028,-0.046,0.063,0.038,-0.011,0.017,0,0.9595,-0.52599,0.9534,-0.51164,0.94567,-0.50596,0.95435,-0.50489,0.96944,-0.54043,1.15519,1,6,-0.51453,-0.5226599999999999,-0.00812999999999986,-0.9347800000000004,0.11038,0.12042,0.20172999999999996,5965.019812367,-18906.61037215,2974.538868116,-2983.83525511
2oha01.log,-0.24238,-0.23874,-0.22898,-0.22561,-0.21849,-0.19065,-0.18287,-0.17836,-0.17666,-0.17566,-0.06374,-0.06219,-0.01806,0.00642,0.01241,0.01661,0.02356,0.03102,0.03725,0.04563,20033.912,-0.0,2.1546,-0.1665,3.1324,3.8055,-2.4538,-11.1639,13.6177,-1.0487,2.7232,-1.1084,36.4664,-7.1393,95.8702,33.09,3.9079,20.33,38.691,-3.9568,-26.6652,-3.2972,7.73121,5.33605,5.32482,5.34837,5.32799,158,3,1,1,491.0,0.121,0.055,-0.246,-0.006,-0.014,0.09,0.071,-0.026,-0.016,-0.01,-0.012,0.022,0,0.69196,-0.06808,1.89728,-0.18811,1.86832,-0.18461,1.92598,-0.1731,0.50332,-0.07653,0.24018,0,1,-0.14693333333333333,-0.12481500000000001,0.022118333333333323,-2.02826,0.11192,0.11447000000000002,0.1603,5963.985215576,-18942.28683494,2973.863981625,-2984.02649315
2oha05.log,-0.26186,-0.2384,-0.22999,-0.22176,-0.21453,-0.2125,-0.20151,-0.17974,-0.17564,-0.16035,-0.06602,-0.06413,-0.01775,0.00645,0.01564,0.02267,0.02493,0.03353,0.04461,0.0493,20036.5001,-0.0,2.1666,-0.1088,3.2,3.866,-2.739,-10.4294,13.1684,-0.8176,2.768,-1.0893,34.7494,-5.1452,97.1694,32.3805,5.2,20.9018,38.7082,-3.9362,-26.5355,-3.4688,7.07523,5.43715,5.44362,5.44845,5.44937,158,3,1,1,491.0,0.121,0.055,-0.246,-0.006,-0.014,0.09,0.071,-0.026,-0.016,-0.01,-0.012,0.022,0,0.96291,-0.30379,0.9588,-0.26057,0.95257,-0.28653,0.96346,-0.28332,0.97626,-0.31414,0.87588,0,5,-0.28363,-0.29873,-0.015100000000000002,-0.9345600000000003,0.09433,0.11150999999999998,0.16199000000000002,5963.985215576,-18942.49980328,2974.910613165,-2984.01263204
2oha12.log,-0.39242,-0.37626,-0.37305,-0.35316,-0.34194,-0.33215,-0.32826,-0.31861,-0.29959,-0.28947,-0.19603,-0.17834,-0.17717,-0.14663,-0.12146,-0.10215,-0.08962,-0.07826,-0.07469,-0.06317,19939.5666,1.0,2.0037,-0.048,3.3796,3.9292,9.1014,-0.9487,-8.1527,-3.6254,3.1286,-0.6249,29.9556,7.493,148.9293,2.4547,0.4164,-4.6475,33.3129,-6.4113,-51.461,-6.7566,7.42561,5.35365,5.35114,5.36777,5.35344,158,3,1,1,491.0,0.121,0.055,-0.246,-0.006,-0.014,0.09,0.071,-0.026,-0.016,-0.01,-0.012,0.022,0,0.46903,-0.29918,0.97426,-0.4325,0.96619,-0.41907,0.94602,-0.37261,0.38486,-0.32085,0.53853,1,2,-0.38358333333333333,-0.34673,0.03685333333333335,-1.0785999999999998,0.09344,0.12125000000000002,0.14144,5963.985215576,-18904.66392874,2973.474812053,-2983.83355286
2oha16.log,-0.37665,-0.37617,-0.34958,-0.34152,-0.33651,-0.33032,-0.32621,-0.3243,-0.29929,-0.29025,-0.18,-0.17887,-0.12259,-0.0981,-0.09076,-0.07955,-0.07596,-0.06008,-0.05883,-0.0548,19940.7344,1.0,1.9366,-0.0953,2.9436,3.5248,9.961,0.7219,-10.6829,-1.2325,3.2372,-0.46,27.0496,6.0173,142.8664,0.4862,-0.679,-5.8993,33.3848,-6.4071,-52.1556,-8.3103,6.76749,5.47117,5.4619,5.48311,5.4669,158,3,1,1,491.0,0.121,0.055,-0.246,-0.006,-0.014,0.09,0.071,-0.026,-0.016,-0.01,-0.012,0.022,0,0.95991,-0.52867,0.95342,-0.51184,0.9453,-0.50581,0.9539,-0.50185,0.9694,-0.54055,1.15611,1,6,-0.5154399999999999,-0.5212,-0.005760000000000098,-0.9353300000000002,0.11025000000000001,0.12042,0.20170999999999997,5963.985215576,-18904.51056485,2974.527600673,-2983.83655539
2ohb01.log,-0.24248,-0.23637,-0.23236,-0.22515,-0.21837,-0.19066,-0.18289,-0.17813,-0.1767,-0.17552,-0.06319,-0.0628,-0.01789,0.00561,0.01295,0.0159,0.02404,0.0306,0.03769,0.04607,20019.6277,-0.0,-0.974,-1.4234,3.3642,3.7806,-4.1361,-9.4535,13.5896,1.8966,-3.5296,-0.2773,-13.3316,-36.0045,92.5632,2.4323,-32.9301,7.9496,-24.016,-16.0439,-18.2531,-1.2967,7.73504,5.3339,5.32471,5.35082,5.32604,159,3,1,1,528.0,0.199,-0.096,-0.118,0.041,0.002,0.141,0.072,-0.023,0.003,0.009,-0.013,0.012,0,0.65848,-0.06525,1.89525,-0.18768,1.8703,-0.18526,1.96004,-0.17612,0.50338,-0.07665,0.23672,0,1,-0.14606333333333332,-0.126385,0.019678333333333325,-1.96061,0.11233000000000001,0.1139,0.16024000000000002,5966.048044274,-18946.39298062,2973.867862323,-2984.02751676
2ohb05.log,-0.26673,-0.25182,-0.24677,-0.23017,-0.2284,-0.22224,-0.22114,-0.19087,-0.1844,-0.10443,-0.07575,-0.06534,-0.02292,0.00075,0.00519,0.01833,0.02204,0.02887,0.03795,0.04616,20028.2675,-0.0,-1.14,-1.5129,4.2714,4.6726,-10.4906,-9.2762,19.7668,0.357,-3.3627,-0.3402,-17.1006,-35.8526,109.7821,-1.6521,-35.7405,15.0219,-23.4446,-16.6786,-16.2819,0.4651,7.15616,5.39881,5.38911,5.41724,5.38969,159,3,1,1,528.0,0.199,-0.096,-0.118,0.041,0.002,0.141,0.072,-0.023,0.003,0.009,-0.013,0.012,0,0.53812,-0.24294,0.96411,-0.35181,0.95667,-0.3475,0.96414,-0.28813,0.9798,-0.37754,0.79893,0,5,-0.3140833333333333,-0.332835,-0.018751666666666666,-0.5149599999999999,0.028679999999999997,0.11906000000000001,0.16795000000000002,5966.048044274,-18943.29246089,2974.277918235,-2983.98881802
2ohb12.log,-0.39349,-0.37607,-0.37352,-0.35385,-0.33972,-0.33361,-0.32614,-0.32158,-0.29959,-0.28944,-0.1955,-0.17784,-0.1775,-0.14716,-0.12132,-0.10309,-0.09016,-0.07735,-0.07378,-0.06427,19925.3661,1.0,-1.0023,-1.2341,3.5091,3.8524,7.1392,0.7643,-7.9035,-0.4419,-3.9754,-0.962,-3.8631,-21.5267,144.814,-8.0065,-4.2254,-18.7406,-17.0318,-16.6753,-46.4556,-4.955,7.43655,5.35908,5.34492,5.37501,5.34404,159,3,1,1,528.0,0.199,-0.096,-0.118,0.041,0.002,0.141,0.072,-0.023,0.003,0.009,-0.013,0.012,0,0.45106,-0.29555,0.9667,-0.42718,0.96164,-0.42082,0.97144,-0.37786,0.39259,-0.32288,0.52789,1,2,-0.3811833333333334,-0.35036999999999996,0.030813333333333415,-1.0153699999999999,0.09393999999999997,0.12175000000000002,0.14407999999999999,5966.048044274,-18908.76501631,2973.472329487,-2983.83665823
2ohb16.log,-0.37736,-0.37663,-0.34993,-0.34104,-0.33729,-0.32907,-0.32823,-0.32352,-0.29919,-0.29023,-0.1797,-0.17923,-0.12256,-0.09919,-0.09144,-0.07842,-0.07495,-0.06128,-0.05959,-0.05493,19926.5084,1.0,-0.9614,-1.2106,3.115,3.4775,8.2702,2.1884,-10.4586,1.9889,-4.1033,-0.929,-1.3544,-21.1669,139.4734,-7.4286,-2.7658,-20.5189,-17.4456,-16.2298,-47.2139,-6.5869,6.76936,5.47116,5.46272,5.484,5.46417,159,3,1,1,528.0,0.199,-0.096,-0.118,0.041,0.002,0.141,0.072,-0.023,0.003,0.009,-0.013,0.012,0,0.95969,-0.52779,0.95308,-0.51145,0.94488,-0.50543,0.95381,-0.50168,0.96925,-0.54037,1.15495,1,6,-0.51489,-0.5210250000000001,-0.006135000000000113,-0.93459,0.11052999999999999,0.11996000000000001,0.20095999999999997,5966.048044274,-18908.61400295,2974.533177622,-2983.83753634
2pt301.log,-0.24334,-0.23787,-0.22887,-0.22491,-0.21895,-0.1904,-0.18287,-0.17793,-0.17619,-0.17522,-0.06398,-0.06277,-0.0191,0.00656,0.01272,0.01567,0.02443,0.03053,0.03642,0.04884,20029.7508,-0.0,2.0276,-0.2125,3.498,4.0488,-2.8823,-11.0761,13.9584,-0.0355,0.8088,0.1529,34.8687,-1.0041,105.692,34.2506,-2.3851,-6.1718,25.9157,2.8336,1.5109,8.646,7.72395,5.36406,5.32012,5.32942,5.33618,160,2,1,1,402.0,-0.409,-0.004,-0.297,0.01,0.004,-0.172,0.154,-0.033,-0.231,0.136,0.002,-0.013,0,0.81338,-0.07888,1.83539,-0.18297,1.8539,-0.1834,1.81709,-0.16483,0.5593,-0.08111,0.24745,0,1,-0.14841666666666667,-0.12297,0.025446666666666673,-2.12628,0.11123999999999999,0.11342,0.15883,5963.118210582,-18940.55113247,2973.855395588,-2984.02354312
2pt312.log,-0.39092,-0.37553,-0.37299,-0.35396,-0.33995,-0.33471,-0.32584,-0.3195,-0.29956,-0.28898,-0.19591,-0.17806,-0.17768,-0.14948,-0.12237,-0.1031,-0.09036,-0.07707,-0.07377,-0.06387,19935.3406,1.0,1.7356,-0.2297,3.7893,4.1742,7.9197,-0.0044,-7.9152,2.0326,0.9077,-0.1233,31.4654,1.1986,157.076,3.0258,-2.1325,-23.2842,14.9846,1.1264,-28.7647,4.9308,7.42593,5.38517,5.33989,5.35543,5.35323,160,2,1,1,402.0,-0.409,-0.004,-0.297,0.01,0.004,-0.172,0.154,-0.033,-0.231,0.136,0.002,-0.013,0,0.50691,-0.30503,0.95532,-0.41368,0.9592,-0.43078,0.92058,-0.37359,0.397,-0.3219,0.53829,1,2,-0.3831633333333333,-0.34774499999999997,0.03541833333333333,-1.10385,0.09307000000000001,0.1215,0.14182,5963.118210582,-18902.93662532,2973.459099422,-2983.83237047
2q8q01.log,-0.24133,-0.23575,-0.22944,-0.22217,-0.21911,-0.19184,-0.17959,-0.17821,-0.1766,-0.17493,-0.06557,-0.06435,-0.02052,0.00622,0.01774,0.01855,0.02266,0.0318,0.03722,0.04249,21801.6408,-0.0,-2.3784,0.2127,3.8476,4.5284,-1.8888,-9.1695,11.0583,-0.0012,-3.4846,-3.9313,-30.6235,-27.6689,144.4005,-27.0986,6.6208,8.0667,-35.3863,4.348,-0.7104,-4.5751,8.03512,5.32036,5.31173,5.31849,5.31728,161,2,1,2,502.0,0.719,0.61,-0.062,-0.328,-0.034,-0.037,0.119,-0.003,-0.063,-0.068,-0.088,0.009,0,0.6843,-0.08185,1.87812,-0.18629,1.85384,-0.18342,1.9528,-0.17474,0.66958,-0.10631,-0.07299,0,1,-0.15052000000000001,-0.140525,0.009995000000000004,-1.7938799999999993,0.10936,0.11225,0.15769,7130.314023812,-22316.82984784,3413.648269069,-3424.84911307
2q8q05.log,-0.23763,-0.22626,-0.22147,-0.21471,-0.21124,-0.21084,-0.17894,-0.17836,-0.15346,-0.12073,-0.0677,-0.06646,-0.02122,0.00588,0.01534,0.02169,0.02381,0.03664,0.04337,0.04716,21801.8791,-0.0,-2.2636,0.1986,4.3602,4.9168,-1.1373,-8.2083,9.3456,-0.0309,-4.0545,-3.8208,-28.0791,-26.51,152.6578,-25.2786,6.2217,8.7752,-33.6862,4.0122,-0.8067,-4.3199,7.41682,5.42166,5.41273,5.41913,5.42667,161,2,1,2,502.0,0.719,0.61,-0.062,-0.328,-0.034,-0.037,0.119,-0.003,-0.063,-0.068,-0.088,0.009,0,0.94509,-0.25251,0.95274,-0.25641,0.93981,-0.25022,0.95771,-0.18609,0.96459,-0.30778,0.51039,0,5,-0.2530466666666667,-0.24693500000000002,0.006111666666666682,-0.91534,0.05303000000000001,0.08700000000000001,0.15714,7130.314023812,-22318.6186118,3414.836457882,-3424.80623731
2q8q12.log,-0.37413,-0.37235,-0.36955,-0.34466,-0.33637,-0.33049,-0.32216,-0.317,-0.29453,-0.28802,-0.1779,-0.17652,-0.1719,-0.13363,-0.12154,-0.09268,-0.08786,-0.07739,-0.07208,-0.06489,21704.2096,1.0,-2.1663,0.2503,3.321,3.973,6.6541,-2.9452,-3.7089,-2.2347,-3.6005,-4.2693,-8.3875,-11.1817,155.5298,1.9386,-4.1325,1.9343,-39.3825,2.7793,-12.2562,6.6725,7.73948,5.34866,5.33848,5.34701,5.34358,161,2,1,2,502.0,0.719,0.61,-0.062,-0.328,-0.034,-0.037,0.119,-0.003,-0.063,-0.068,-0.088,0.009,0,0.4454,-0.29589,0.96758,-0.41737,0.95976,-0.39775,0.9702,-0.36122,0.47467,-0.3346,0.21216,1,2,-0.3703366666666667,-0.34791,0.022426666666666706,-0.9278700000000004,0.11012,0.11801,0.1451,7130.314023812,-22277.11566514,3413.32179171,-3424.66428544
2q9f01.log,-0.27015,-0.24795,-0.24311,-0.23205,-0.22582,-0.20376,-0.19207,-0.18843,-0.18782,-0.18385,-0.07183,-0.06942,-0.02472,-0.00984,0.0018,0.01219,0.01876,0.02885,0.039,0.04223,18279.9442,0.0,0.654,-2.2582,-0.2374,2.363,3.611,0.2949,-3.906,0.1723,-0.7057,-2.6587,34.2448,-40.0977,-14.3005,-5.8472,-14.6291,-5.0689,11.3425,-22.8114,4.3809,-0.7723,7.90708,5.32844,5.35132,5.32585,5.3376,162,2,0,1,415.0,-0.308,-0.114,-0.196,-0.118,0.042,-0.352,-0.257,0.3,-0.086,-0.088,-0.007,-0.014,0,1.8905,-0.18237,1.89419,-0.20606,1.86611,-0.20171,0.74496,-0.09085,0.55614,-0.11136,0.06267,0,1,-0.19671333333333332,-0.101105,0.09560833333333332,-4.3497,0.11202000000000001,0.11839999999999999,0.16371,5418.180838845,-18271.92783707,3147.482625534,-3157.18127629
