file_name,HOMO-9,HOMO-8,HOMO-7,HOMO-6,HOMO-5,HOMO-4,HOMO-3,HOMO-2,HOMO-1,HOMO,LUMO,LUMO+1,LUMO+2,LUMO+3,LUMO+4,LUMO+5,LUMO+6,LUMO+7,LUMO+8,LUMO+9,spatial_extent_R2_au,net_charge,dipole.X,dipole.Y,dipole.Z,dipole.Tot,traceless_quadrupole.XX,traceless_quadrupole.YY,traceless_quadrupole.ZZ,traceless_quadrupole.XY,traceless_quadrupole.XZ,traceless_quadrupole.YZ,octapole.XXX,octapole.YYY,octapole.ZZZ,octapole.XYY,octapole.XXY,octapole.XXZ,octapole.XZZ,octapole.YZZ,octapole.YYZ,octapole.XYZ,natural_population.atoms[0].valence,natural_population.atoms[1].valence,natural_population.atoms[2].valence,natural_population.atoms[3].valence,natural_population.atoms[4].valence,PDB-ID,function,axial1,axial2,pocket_volume,saddling,ruffling,doming,breathing,rotation,wavx,wavy,pro,nstr,mstr,transx,transy,solute,lft_orbitals.Fe.d_xy.occupancy,lft_orbitals.Fe.d_xy.energy,lft_orbitals.Fe.d_xz.occupancy,lft_orbitals.Fe.d_xz.energy,lft_orbitals.Fe.d_yz.occupancy,lft_orbitals.Fe.d_yz.energy,lft_orbitals.Fe.d_(x2-y2).occupancy,lft_orbitals.Fe.d_(x2-y2).energy,lft_orbitals.Fe.d_z2.occupancy,lft_orbitals.Fe.d_z2.energy,iron_natural_charge,charge,multiplicity,t_2g_energy_mean,e_g_energy_mean,lft_energy_delta,lft_occupancy_delta,homo_lumo_gap,homo1_lumo1_gap,homo2_lumo2_gap,overview_N-N_au,overview_E-N_au,overview_KE_au,total_energies[0]
1tqn16.log,-0.39484,-0.39132,-0.36209,-0.35121,-0.34669,-0.33884,-0.33617,-0.32078,-0.31096,-0.23253,-0.20327,-0.19001,-0.13948,-0.10406,-0.10285,-0.0932,-0.08074,-0.07843,-0.06208,-0.04977,18269.7126,1.0,-1.7573,-0.1568,-0.1731,1.7728,20.731,15.188,-35.919,2.07,-2.0619,0.4043,-10.005,0.0562,-4.6561,14.4388,5.8891,-1.4425,-28.8369,-7.5439,-7.884,-14.2008,7.35373,5.41515,5.42638,5.41238,5.41804,106,2,0,1,432.0,-0.336,0.192,-0.148,-0.091,0.021,-0.017,0.165,0.052,-0.006,-0.054,-0.032,0.016,0,0.5962,-0.38145,0.96342,-0.47977,0.96248,-0.47977,0.9005,-0.40922,0.98347,-0.52494,0.59512,1,6,-0.44699666666666665,-0.46707999999999994,-0.020083333333333286,-0.6381300000000001,0.02925999999999998,0.12095,0.18130000000000002,5409.681537933,-18218.80265038,3147.675521309,-3156.93120248
1u1301.log,-0.26878,-0.24944,-0.24244,-0.23112,-0.22666,-0.20338,-0.19126,-0.19001,-0.18832,-0.18407,-0.07068,-0.07005,-0.02369,-0.01127,0.00164,0.01297,0.01874,0.02997,0.0401,0.04313,18362.8559,-0.0,-1.8169,-0.9207,-0.6014,2.1238,2.6578,1.6498,-4.3076,1.9457,-4.3874,3.0367,-27.8071,-41.3846,-28.6716,8.2118,-22.2616,-0.0211,-19.2148,-5.1577,0.8746,-1.1943,7.85119,5.3706,5.33035,5.33813,5.3321,107,2,0,1,431.0,-0.036,-0.02,-0.013,-0.179,0.003,-0.001,0.007,-0.007,0.015,0.041,0.06,0.017,0,0.97434,-0.10536,1.90293,-0.2054,1.89704,-0.20357,1.64302,-0.15966,0.508,-0.10339,0.11883,0,1,-0.1714433333333333,-0.131525,0.039918333333333306,-2.62329,0.11339,0.11826999999999999,0.16632000000000002,5407.712971074,-18250.99071246,3147.444794352,-3157.19624973
1u1305.log,-0.27153,-0.26919,-0.23849,-0.23056,-0.22382,-0.21884,-0.20879,-0.18628,-0.18439,-0.16877,-0.07395,-0.07296,-0.02449,0.00021,0.01471,0.01803,0.02867,0.04077,0.04554,0.04881,18364.0382,-0.0,-1.7224,-0.8661,-1.0509,2.1957,3.4265,3.5923,-7.0188,0.9528,-4.2311,2.9191,-25.27,-38.6676,-33.7861,7.9139,-21.0765,-0.1794,-18.4497,-5.1251,1.2212,-1.0344,7.24068,5.46145,5.45696,5.43894,5.44938,107,2,0,1,431.0,-0.036,-0.02,-0.013,-0.179,0.003,-0.001,0.007,-0.007,0.015,0.041,0.06,0.017,0,0.96171,-0.31182,0.96056,-0.28188,0.95991,-0.29478,0.96123,-0.30052,0.97972,-0.34429,0.70705,0,5,-0.29616,-0.322405,-0.02624500000000002,-0.94123,0.09482,0.11143,0.16179,5407.712971074,-18251.26042505,3148.440166803,-3157.1920529
1u7501.log,-0.24094,-0.23717,-0.23011,-0.22034,-0.21926,-0.19104,-0.17814,-0.17722,-0.17633,-0.17412,-0.06335,-0.0616,-0.01635,0.00509,0.01369,0.01487,0.01977,0.02775,0.03679,0.04099,21531.2241,-0.0,-0.1719,0.9895,4.0345,4.1576,-6.8724,-6.111,12.9834,1.388,-2.5329,9.4597,10.0847,40.2994,160.7234,-2.4386,13.7011,13.9767,-9.193,18.1322,-6.0711,9.2336,7.87629,5.33295,5.33535,5.33047,5.33214,108,0,1,2,376.0,-0.504,-0.421,0.387,-0.141,0.036,-0.018,-0.105,0.026,0.135,-0.192,0.277,-0.006,0,1.85044,-0.16607,1.77701,-0.17619,1.88239,-0.18516,0.78546,-0.08278,0.65782,-0.09549,0.08823,0,1,-0.17580666666666667,-0.089135,0.08667166666666666,-4.066560000000001,0.11077,0.11472999999999998,0.16086999999999999,7128.679396367,-22313.8668905,3413.567322677,-3424.84051508
1u7505.log,-0.25479,-0.23914,-0.22543,-0.22242,-0.2174,-0.21383,-0.17953,-0.17903,-0.17714,-0.16169,-0.06757,-0.0634,-0.0169,0.00469,0.01342,0.01871,0.02417,0.0382,0.04073,0.04753,21533.6209,-0.0,-0.2598,0.9662,4.4301,4.5417,-6.6048,-4.4285,11.0333,1.7384,-2.1665,9.4701,8.8282,39.977,165.2283,-2.7126,13.1925,13.9665,-10.0746,17.7317,-7.0919,8.6249,7.17557,5.44606,5.43779,5.44853,5.4352,108,0,1,2,376.0,-0.504,-0.421,0.387,-0.141,0.036,-0.018,-0.105,0.026,0.135,-0.192,0.277,-0.006,0,0.95694,-0.28574,0.94706,-0.2565,0.95176,-0.29404,0.95503,-0.30897,0.96425,-0.31645,0.75392,0,5,-0.27876000000000006,-0.31271000000000004,-0.03394999999999998,-0.93648,0.09412,0.11374,0.16213,7128.679396367,-22313.97016543,3414.616728479,-3424.82326152
1u7512.log,-0.37296,-0.36955,-0.36134,-0.34994,-0.33541,-0.32828,-0.32587,-0.31856,-0.29231,-0.28798,-0.18626,-0.17585,-0.1743,-0.13778,-0.11784,-0.09928,-0.08954,-0.07987,-0.07196,-0.06524,21436.569,1.0,-0.2492,1.0241,4.0495,4.1844,2.6738,-1.9977,-0.6761,2.3304,-1.8438,9.7706,4.9344,46.3836,191.6565,2.5542,-0.9919,1.2453,-17.9544,10.6308,-16.7799,3.423,7.60022,5.35716,5.35646,5.35635,5.35416,108,0,1,2,376.0,-0.504,-0.421,0.387,-0.141,0.036,-0.018,-0.105,0.026,0.135,-0.192,0.277,-0.006,0,0.92472,-0.35829,0.93245,-0.42796,0.965,-0.38485,0.49102,-0.29961,0.47419,-0.32925,0.35375,1,2,-0.3903666666666667,-0.31443,0.07593666666666671,-1.85696,0.10172,0.11646000000000001,0.14426,7128.679396367,-22273.8708573,3413.205814127,-3424.65421053
1u7516.log,-0.37411,-0.35129,-0.33957,-0.33505,-0.32938,-0.32714,-0.3233,-0.3196,-0.29418,-0.28945,-0.17846,-0.17695,-0.11969,-0.10052,-0.09118,-0.0818,-0.06696,-0.0659,-0.06066,-0.05441,21437.9323,1.0,-0.2955,0.9998,4.7016,4.8158,2.5665,2.0356,-4.6021,1.5501,-1.1962,9.6523,4.6075,45.9466,199.7264,3.6082,-1.9141,2.298,-18.7887,10.6301,-18.0523,2.6601,6.90844,5.46098,5.46926,5.46523,5.4683,108,0,1,2,376.0,-0.504,-0.421,0.387,-0.141,0.036,-0.018,-0.105,0.026,0.135,-0.192,0.277,-0.006,0,0.9516,-0.49194,0.94379,-0.49822,0.94574,-0.49823,0.95369,-0.5153,0.95867,-0.52609,0.97837,1,6,-0.49612999999999996,-0.5206949999999999,-0.024564999999999948,-0.9287699999999997,0.11098999999999998,0.11723,0.19990999999999998,7128.679396367,-22273.58404537,3414.268309426,-3424.64951747
1u7s01.log,-0.24235,-0.23861,-0.22926,-0.22555,-0.21864,-0.19052,-0.1828,-0.1784,-0.17661,-0.17552,-0.06408,-0.06247,-0.01849,0.00605,0.01296,0.01643,0.02372,0.03091,0.03759,0.04518,20025.6642,-0.0,2.1962,-0.6806,3.1513,3.9009,-2.4721,-10.543,13.0151,-2.0601,3.3805,-3.5428,39.0139,-14.884,92.8754,30.1042,5.2839,21.4953,38.1352,-16.0105,-25.3553,-9.2486,7.73038,5.33784,5.32534,5.34717,5.32727,109,3,1,1,501.0,0.21,0.013,-0.232,-0.173,0.008,0.218,0.048,0.014,0.018,-0.016,-0.0,0.012,0,0.66706,-0.0661,1.87828,-0.18599,1.82428,-0.18088,1.96324,-0.17695,0.55216,-0.08041,0.24071,0,1,-0.14432333333333333,-0.12868,0.015643333333333342,-1.8542199999999993,0.11144000000000001,0.11413999999999999,0.15991,5965.480151686,-18945.27052794,2973.862834747,-2984.02500036
1u7s05.log,-0.26717,-0.2514,-0.24589,-0.23088,-0.22824,-0.22319,-0.21998,-0.19103,-0.18405,-0.10373,-0.07835,-0.0653,-0.02358,0.00084,0.00632,0.01829,0.0219,0.02849,0.03877,0.04363,20034.1918,-0.0,2.3361,-1.2464,3.9926,4.7908,-1.7961,-17.3701,19.1662,2.6541,3.6868,-3.9718,36.3521,-30.7307,109.707,34.6465,-3.8102,23.4281,37.6434,-17.5385,-21.2514,-11.675,7.15192,5.39109,5.39957,5.40472,5.40256,109,3,1,1,501.0,0.21,0.013,-0.232,-0.173,0.008,0.218,0.048,0.014,0.018,-0.016,-0.0,0.012,0,0.54277,-0.24422,0.96048,-0.35067,0.95771,-0.34792,0.96568,-0.28972,0.97889,-0.37671,0.80226,0,5,-0.31427,-0.333215,-0.01894499999999999,-0.5163899999999999,0.02538,0.11875,0.16745000000000002,5965.480151686,-18942.17449811,2974.273141994,-2983.9857916
1u7s12.log,-0.39355,-0.37506,-0.37465,-0.35331,-0.3396,-0.33521,-0.32466,-0.32243,-0.2996,-0.28962,-0.18969,-0.17867,-0.17758,-0.15487,-0.12187,-0.10233,-0.08978,-0.0779,-0.07441,-0.06292,19931.3948,1.0,2.0627,-0.5771,3.3835,4.0045,8.6828,0.4219,-9.1047,-2.1258,3.9316,-3.2014,26.9417,13.5722,145.4427,2.9995,-3.0158,-3.4356,34.2272,-22.0476,-49.1595,-11.1746,7.39029,5.36342,5.35325,5.37385,5.35461,109,3,1,1,501.0,0.21,0.013,-0.232,-0.173,0.008,0.218,0.048,0.014,0.018,-0.016,-0.0,0.012,0,0.46073,-0.30229,0.96909,-0.40361,0.95254,-0.44608,0.96718,-0.38602,0.38747,-0.31681,0.57315,1,2,-0.38399333333333335,-0.351415,0.032578333333333376,-1.02771,0.09992999999999999,0.12092999999999998,0.14485,5965.480151686,-18907.62840544,2973.525905781,-2983.83835884
1u9u01.log,-0.23076,-0.23018,-0.2235,-0.21795,-0.21219,-0.1815,-0.17442,-0.17192,-0.1678,-0.16432,-0.05867,-0.05576,-0.01313,0.00983,0.0214,0.02451,0.02598,0.02774,0.03501,0.04561,22384.1175,-0.0,-0.4116,-1.4211,-0.2076,1.494,-15.1961,-14.0991,29.2952,-6.1168,1.3228,0.5417,-57.0722,-32.801,5.798,-2.4494,2.8353,2.5247,18.6009,-32.6087,8.42,-3.5434,7.91086,5.30898,5.3061,5.30845,5.30686,110,2,1,0,522.0,0.398,0.223,-0.146,-0.053,0.008,-0.026,-0.097,0.093,0.057,-0.096,0.009,0.061,0,1.89609,-0.163,1.86685,-0.17229,1.83752,-0.16963,0.74186,-0.07381,0.6466,-0.0754,0.05349,0,1,-0.1683066666666667,-0.074605,0.09370166666666668,-4.212,0.10565,0.11204,0.15879,7163.71701092,-21780.33159364,3161.92081996,-3173.08086482
1ue801.log,-0.27108,-0.24686,-0.24092,-0.23084,-0.22614,-0.20305,-0.1928,-0.19107,-0.18748,-0.18217,-0.07026,-0.06947,-0.02243,-0.00992,0.00214,0.01347,0.01748,0.02936,0.03984,0.04166,18226.9906,0.0,-1.8465,0.2838,-0.3393,1.8987,2.7644,1.2142,-3.9786,0.2553,-3.2611,1.7625,-37.6111,-16.1956,-25.7245,-18.4475,3.6172,-7.9537,-19.2612,2.8852,-6.1862,-1.785,7.83839,5.3495,5.33505,5.35774,5.33758,111,2,0,1,404.0,0.006,-0.011,0.017,-0.222,-0.001,0.002,0.001,0.003,-0.004,0.156,0.023,0.06,0,1.72238,-0.16613,1.89628,-0.20423,1.9023,-0.20311,0.88285,-0.09495,0.51646,-0.10229,0.13124,0,1,-0.19115666666666667,-0.09862000000000001,0.09253666666666666,-4.121650000000001,0.11191,0.11801,0.16863999999999998,5411.601883627,-18258.92661922,3147.558070425,-3157.18329143
1ue812.log,-0.40522,-0.39721,-0.38642,-0.3834,-0.34612,-0.34309,-0.33453,-0.3319,-0.30723,-0.2981,-0.21881,-0.18686,-0.1861,-0.17401,-0.12802,-0.10906,-0.09621,-0.08703,-0.0821,-0.06743,18138.1958,1.0,-1.713,0.2292,0.4711,1.7913,18.3858,11.8061,-30.1919,-0.5352,-4.0936,2.5069,-9.4124,-12.5026,-6.5539,-3.3251,-9.1629,-14.9162,-24.2946,5.4697,-9.6825,3.248,7.51813,5.37731,5.36511,5.38949,5.35652,111,2,0,1,404.0,0.006,-0.011,0.017,-0.222,-0.001,0.002,0.001,0.003,-0.004,0.156,0.023,0.06,0,0.86429,-0.3856,0.97155,-0.43126,0.96851,-0.45403,0.5502,-0.3325,0.43437,-0.35042,0.4405,1,2,-0.42362999999999995,-0.34146,0.08216999999999997,-1.8197800000000004,0.07928999999999997,0.12037,0.14579999999999999,5411.601883627,-18222.40619517,3147.24912391,-3156.98291131
1uvy01.log,-0.24203,-0.23865,-0.23204,-0.22365,-0.218,-0.19072,-0.18265,-0.17837,-0.17681,-0.1756,-0.06327,-0.06255,-0.01799,0.00664,0.01214,0.01665,0.02439,0.03117,0.03629,0.04814,20069.0013,-0.0,0.0046,-1.7074,3.1104,3.5482,-5.0084,-10.0368,15.0451,-1.489,-4.6183,0.971,10.0533,-35.225,102.7363,-2.1904,-34.7739,2.2474,-6.9478,-16.6762,-19.8478,5.1736,7.73198,5.35097,5.32426,5.33512,5.32685,112,3,1,1,524.0,-0.39,0.097,0.338,-0.041,-0.008,-0.032,-0.056,-0.002,0.055,-0.028,-0.1,0.034,0,0.66802,-0.06602,1.88877,-0.18717,1.86939,-0.18501,1.95311,-0.17561,0.50843,-0.07735,0.23954,0,1,-0.14606666666666668,-0.12647999999999998,0.019586666666666697,-1.9646400000000006,0.11233,0.11426,0.16038,5962.144406214,-18938.59958114,2973.867996652,-2984.02627277
1uvy05.log,-0.26189,-0.23747,-0.23204,-0.22195,-0.21659,-0.21077,-0.2037,-0.18037,-0.17583,-0.16111,-0.06556,-0.06495,-0.01788,0.00687,0.01664,0.02353,0.02456,0.03289,0.04817,0.04837,20071.6652,-0.0,-0.0017,-1.7468,3.0859,3.546,-4.6781,-9.6457,14.3238,-2.1827,-4.7111,1.0294,10.0545,-35.7186,102.8102,-1.7897,-34.424,1.8379,-7.0948,-16.3013,-19.8998,5.6563,7.05849,5.47273,5.42447,5.45568,5.43177,112,3,1,1,524.0,-0.39,0.097,0.338,-0.041,-0.008,-0.032,-0.056,-0.002,0.055,-0.028,-0.1,0.034,0,0.96369,-0.30629,0.95984,-0.27624,0.95233,-0.27801,0.96361,-0.28797,0.97618,-0.31791,0.89275,0,5,-0.28684666666666664,-0.30294,-0.01609333333333335,-0.93607,0.09555000000000001,0.11087999999999999,0.16249,5962.144406214,-18938.71101457,2974.919602418,-2984.0103116
1uvy12.log,-0.39384,-0.37609,-0.37299,-0.35313,-0.34086,-0.33502,-0.32489,-0.31999,-0.29945,-0.28937,-0.1948,-0.17794,-0.17713,-0.14902,-0.12136,-0.10146,-0.08941,-0.07746,-0.07547,-0.06209,19974.5087,1.0,-0.0527,-1.5106,3.2019,3.5408,6.3833,-0.0069,-6.3765,0.6765,-4.5345,0.1241,-12.309,-17.4251,154.4103,2.8398,-4.353,-24.8956,4.788,-20.73,-51.639,8.955,7.42503,5.37615,5.3461,5.36195,5.34723,112,3,1,1,524.0,-0.39,0.097,0.338,-0.041,-0.008,-0.032,-0.056,-0.002,0.055,-0.028,-0.1,0.034,0,0.45871,-0.29846,0.97447,-0.4295,0.96148,-0.41907,0.96768,-0.3825,0.37635,-0.31849,0.53901,1,2,-0.3823433333333333,-0.350495,0.03184833333333331,-1.05063,0.09457000000000002,0.12151,0.14286,5962.144406214,-18900.96953452,2973.478579104,-2983.83524656
1uvy16.log,-0.37732,-0.37635,-0.34908,-0.34296,-0.3375,-0.32797,-0.32649,-0.32377,-0.29933,-0.29016,-0.17978,-0.17899,-0.12257,-0.09742,-0.0907,-0.07862,-0.07697,-0.05885,-0.05779,-0.05637,19975.594,1.0,-0.1712,-1.4254,2.7646,3.1152,7.4557,1.4779,-8.9336,-1.6422,-4.8032,0.3172,-15.4638,-16.5558,148.4013,1.9736,-1.6469,-26.953,3.6453,-19.9658,-52.7531,10.7421,6.76757,5.48633,5.46106,5.47038,5.46705,112,3,1,1,524.0,-0.39,0.097,0.338,-0.041,-0.008,-0.032,-0.056,-0.002,0.055,-0.028,-0.1,0.034,0,0.95966,-0.52686,0.95368,-0.51161,0.94533,-0.50565,0.95406,-0.50357,0.9691,-0.54026,1.15617,1,6,-0.5147066666666666,-0.5219149999999999,-0.007208333333333261,-0.9355100000000001,0.11037999999999998,0.12033999999999997,0.2012,5962.144406214,-18900.85122945,2974.534305953,-2983.83604861
1vgi01.log,-0.24215,-0.23669,-0.23202,-0.22437,-0.2181,-0.19069,-0.18163,-0.17746,-0.17611,-0.17486,-0.06301,-0.0624,-0.01779,0.00615,0.013,0.01591,0.02437,0.03113,0.03765,0.04718,19969.8422,-0.0,-0.9685,-1.4505,3.3107,3.742,-4.6814,-9.5253,14.2068,-0.938,-0.4988,-0.6617,-5.0639,-32.2576,92.5842,0.2552,-34.6822,-0.9221,-22.2396,-18.2481,-12.3592,8.6916,7.74683,5.32561,5.34857,5.32504,5.33272,113,2,1,1,549.0,-0.145,-0.454,-0.11,-0.127,0.004,-0.098,-0.051,-0.036,-0.038,0.029,-0.033,-0.002,0,0.68839,-0.06773,1.88548,-0.18655,1.86639,-0.18403,1.93896,-0.17421,0.51709,-0.0776,0.22489,0,1,-0.14610333333333334,-0.125905,0.020198333333333346,-1.98421,0.11184999999999999,0.11370999999999999,0.15967,5972.985309898,-18960.34130677,2973.881189748,-2984.02652925
1vgi05.log,-0.26149,-0.23631,-0.23063,-0.22144,-0.21479,-0.21322,-0.20141,-0.17964,-0.1756,-0.16006,-0.06676,-0.06376,-0.01776,0.00633,0.01689,0.02391,0.02514,0.03364,0.04633,0.04778,19972.3339,0.0,-0.9062,-1.5237,3.159,3.6224,-3.683,-9.4393,13.1223,0.049,-0.6763,-0.6063,-3.1412,-32.9881,91.3309,1.8657,-34.7729,-1.794,-22.1516,-17.9467,-12.0872,8.0113,7.07241,5.4482,5.44994,5.44499,5.43779,113,2,1,1,549.0,-0.145,-0.454,-0.11,-0.127,0.004,-0.098,-0.051,-0.036,-0.038,0.029,-0.033,-0.002,0,0.96337,-0.30452,0.9602,-0.28861,0.95123,-0.26436,0.96355,-0.28737,0.976,-0.31666,0.87855,0,5,-0.28583,-0.30201500000000003,-0.01618500000000006,-0.9352499999999999,0.09330000000000001,0.11184000000000001,0.16188,5972.985309898,-18960.45984417,2974.933191088,-2984.01029027
1vxb01.log,-0.24128,-0.23882,-0.22786,-0.22489,-0.21832,-0.18967,-0.18176,-0.17782,-0.17676,-0.17505,-0.06457,-0.0621,-0.01837,0.00685,0.01156,0.01838,0.0239,0.03232,0.03593,0.04713,20015.1996,-0.0,1.6927,-1.0102,2.6785,3.3256,-5.4247,-9.1657,14.5904,-3.8101,-1.3016,-0.5165,49.418,-42.3082,110.5027,8.6101,9.782,0.7972,32.8262,-21.1369,-16.9514,-17.6678,7.71751,5.33817,5.33709,5.35511,5.33146,114,3,1,1,529.0,0.316,0.11,-0.401,0.193,0.048,-0.045,-0.316,0.009,-0.54,0.131,-0.406,-0.12,0,1.37623,-0.12609,1.85977,-0.18292,1.88086,-0.18445,1.24485,-0.11603,0.52362,-0.0775,0.25258,0,1,-0.16448666666666667,-0.09676499999999999,0.06772166666666668,-3.34839,0.11048000000000001,0.11466,0.15945,5965.086829904,-18944.58480981,2973.865288395,-2984.01047585
1vxb05.log,-0.26106,-0.23715,-0.22865,-0.22274,-0.21545,-0.21284,-0.19875,-0.18143,-0.17551,-0.16175,-0.06657,-0.06376,-0.01799,0.00733,0.01766,0.02247,0.02446,0.03253,0.04657,0.04975,20017.9969,-0.0,1.7865,-1.0059,2.6891,3.3815,-6.0179,-8.2079,14.2258,-3.3695,-1.2938,-0.5507,50.9684,-39.4383,111.0717,8.2635,10.7146,1.9278,32.979,-21.0176,-17.1147,-17.912,7.06997,5.44903,5.44826,5.45221,5.43951,114,3,1,1,529.0,0.316,0.11,-0.401,0.193,0.048,-0.045,-0.316,0.009,-0.54,0.131,-0.406,-0.12,0,0.96141,-0.29166,0.95844,-0.26303,0.9552,-0.28566,0.96158,-0.30146,0.97523,-0.31373,0.87897,0,5,-0.2801166666666666,-0.307595,-0.027478333333333382,-0.93824,0.09518,0.11175,0.16344,5965.086829904,-18944.69999863,2974.88859969,-2983.999992
1vxb12.log,-0.39368,-0.3749,-0.37433,-0.35075,-0.33926,-0.33592,-0.3253,-0.32186,-0.2986,-0.28943,-0.19097,-0.17975,-0.17695,-0.1576,-0.12169,-0.09854,-0.08903,-0.07852,-0.0776,-0.05974,19921.1138,1.0,1.6961,-0.9568,2.7369,3.359,5.3694,1.3566,-6.7259,-3.6433,-0.6978,-0.228,28.802,-5.1944,163.2324,9.0677,-3.8284,-30.7057,23.027,-19.9667,-47.2907,-17.4187,7.37149,5.36507,5.36581,5.38065,5.35906,114,3,1,1,529.0,0.316,0.11,-0.401,0.193,0.048,-0.045,-0.316,0.009,-0.54,0.131,-0.406,-0.12,0,0.74094,-0.3504,0.97095,-0.4145,0.96788,-0.44146,0.68724,-0.34443,0.36791,-0.31251,0.59113,1,2,-0.40212,-0.32847000000000004,0.07364999999999994,-1.62462,0.09846000000000002,0.11884999999999998,0.14490999999999998,5965.086829904,-18906.87005507,2973.524699842,-2983.82440082
1vxb16.log,-0.37597,-0.37347,-0.34975,-0.34349,-0.33726,-0.33021,-0.32544,-0.32295,-0.29938,-0.29033,-0.18121,-0.17828,-0.12293,-0.09417,-0.09029,-0.08083,-0.07886,-0.05882,-0.05683,-0.05446,19922.2887,1.0,1.649,-1.0068,2.212,2.937,6.7069,2.4607,-9.1677,-3.7456,-0.4655,-0.1688,24.877,-4.2595,155.7878,8.5872,-5.1991,-32.5561,23.2929,-20.0577,-47.802,-16.9691,6.76611,5.47415,5.47185,5.47808,5.46484,114,3,1,1,529.0,0.316,0.11,-0.401,0.193,0.048,-0.045,-0.316,0.009,-0.54,0.131,-0.406,-0.12,0,0.956,-0.51231,0.95271,-0.51165,0.94794,-0.50933,0.95796,-0.52469,0.96837,-0.5409,1.15447,1,6,-0.5110966666666666,-0.532795,-0.021698333333333375,-0.93032,0.10911999999999997,0.12109999999999999,0.20002000000000003,5965.086829904,-18906.69569979,2974.503122788,-2983.82301487
1vxd01.log,-0.24329,-0.23661,-0.23247,-0.22525,-0.2182,-0.19133,-0.18343,-0.1787,-0.17678,-0.17563,-0.06365,-0.06275,-0.01764,0.0056,0.01288,0.01497,0.02328,0.02968,0.03815,0.04656,20098.212,-0.0,-0.6528,-1.6975,3.5551,3.9933,-4.874,-8.8968,13.7707,2.7738,-2.3251,-3.0004,4.0127,-33.2123,111.8634,-2.9662,-35.3519,5.4893,-20.4799,-26.4509,-19.4837,4.0408,7.72426,5.33245,5.32671,5.35978,5.32668,115,3,1,1,525.0,0.061,-0.031,-0.37,0.018,-0.023,0.179,-0.017,-0.08,0.119,-0.131,-0.04,-0.011,0,0.81232,-0.07907,1.88943,-0.18767,1.83704,-0.1836,1.81098,-0.16461,0.52927,-0.07921,0.24796,0,1,-0.15011333333333332,-0.12191,0.028203333333333316,-2.1985400000000004,0.11198000000000001,0.11402999999999999,0.16106,5956.53186104,-18927.29124811,2973.863335518,-2984.02320752
1vxd05.log,-0.26071,-0.24041,-0.23172,-0.22063,-0.21864,-0.21084,-0.20522,-0.17949,-0.17582,-0.16162,-0.06567,-0.06472,-0.01743,0.00646,0.0125,0.02338,0.02431,0.0358,0.04561,0.04765,20100.8967,-0.0,-0.6632,-1.7428,3.7081,4.1506,-5.1045,-8.3883,13.4928,3.3024,-2.3052,-2.9597,3.9051,-33.2202,113.6995,-3.1652,-35.0585,5.5672,-20.6122,-26.5507,-19.6153,3.7667,7.06265,5.45438,5.42837,5.47552,5.42538,115,3,1,1,525.0,0.061,-0.031,-0.37,0.018,-0.023,0.179,-0.017,-0.08,0.119,-0.131,-0.04,-0.011,0,0.96294,-0.3031,0.95781,-0.26504,0.95326,-0.28824,0.96351,-0.2869,0.97487,-0.31529,0.89029,0,5,-0.28546,-0.301095,-0.01563500000000001,-0.9356300000000002,0.09595000000000001,0.1111,0.16206,5956.53186104,-18927.4405761,2974.900591973,-2984.00972454
1vxd12.log,-0.39403,-0.37588,-0.37374,-0.35519,-0.33984,-0.33354,-0.32567,-0.32201,-0.29969,-0.28949,-0.19692,-0.17815,-0.17731,-0.14916,-0.12101,-0.1047,-0.08994,-0.07781,-0.07132,-0.06539,20003.7569,1.0,-0.7011,-1.5561,3.7833,4.1504,6.6847,0.2914,-6.9761,0.628,-2.6461,-3.9699,-1.7641,-18.9094,168.5633,-7.8162,-4.8358,-23.6602,-11.0079,-29.7902,-54.3996,1.2446,7.42518,5.35682,5.34263,5.38273,5.34536,115,3,1,1,525.0,0.061,-0.031,-0.37,0.018,-0.023,0.179,-0.017,-0.08,0.119,-0.131,-0.04,-0.011,0,0.51849,-0.30815,0.96849,-0.43503,0.93189,-0.40768,0.90304,-0.36795,0.4166,-0.32799,0.53998,1,2,-0.38362,-0.34797,0.035650000000000015,-1.0992300000000002,0.09257000000000001,0.12154000000000001,0.14470000000000002,5956.53186104,-18889.69481065,2973.470343087,-2983.83191615
1wla01.log,-0.24235,-0.23634,-0.23228,-0.22555,-0.21874,-0.19085,-0.18274,-0.17847,-0.17677,-0.17566,-0.0637,-0.06302,-0.01836,0.00509,0.01286,0.01555,0.02394,0.03017,0.03814,0.04539,19988.5553,0.0,-1.1821,-1.2431,3.4692,3.8702,-3.4371,-9.4776,12.9148,1.7144,-4.9361,-0.4441,-17.8217,-36.6845,87.0676,4.3696,-31.4641,8.7534,-26.623,-13.0208,-16.1908,-1.0432,7.72954,5.33509,5.32862,5.35347,5.32432,116,4,1,1,560.0,0.022,-0.193,-0.077,-0.098,-0.007,0.217,0.141,0.005,0.004,-0.05,0.009,0.009,0,0.65807,-0.06552,1.86987,-0.18577,1.86071,-0.18428,1.96681,-0.17725,0.52886,-0.07876,0.24211,0,1,-0.14519,-0.12800499999999998,0.017185000000000034,-1.89298,0.11196,0.11375,0.16010999999999997,5968.641067928,-18951.5446874,2973.865879207,-2984.02489259
