file_name,HOMO-2,HOMO-1,HOMO,LUMO,LUMO+1,LUMO+2,spatial_extent_R2_au,net_charge,dipole.X,dipole.Y,dipole.Z,dipole.Tot,traceless_quadrupole.XX,traceless_quadrupole.YY,traceless_quadrupole.ZZ,traceless_quadrupole.XY,traceless_quadrupole.XZ,traceless_quadrupole.YZ,octapole.XXX,octapole.YYY,octapole.ZZZ,octapole.XYY,octapole.XXY,octapole.XXZ,octapole.XZZ,octapole.YZZ,octapole.YYZ,octapole.XYZ,natural_population.atoms[0].valence,natural_population.atoms[1].valence,natural_population.atoms[2].valence,natural_population.atoms[3].valence,natural_population.atoms[4].valence,PDB-ID,function,axial1,axial2,pocket_volume,saddling,ruffling,doming,breathing,rotation,wavx,wavy,pro,nstr,mstr,transx,transy,solute,lft_orbitals.Fe.d_xy.occupancy,lft_orbitals.Fe.d_xy.energy,lft_orbitals.Fe.d_xz.occupancy,lft_orbitals.Fe.d_xz.energy,lft_orbitals.Fe.d_yz.occupancy,lft_orbitals.Fe.d_yz.energy,lft_orbitals.Fe.d_(x2-y2).occupancy,lft_orbitals.Fe.d_(x2-y2).energy,lft_orbitals.Fe.d_z2.occupancy,lft_orbitals.Fe.d_z2.energy,iron_natural_charge,charge,multiplicity,t_2g_energy_mean,e_g_energy_mean,lft_energy_delta,lft_occupancy_delta,homo_lumo_gap,homo1_lumo1_gap,homo2_lumo2_gap,orbital_distortion_type,dx2y2_dz2_diff,dz2_dxy_diff,dxy_dxz_dyz_diff,eg_t2g_diff,overview_N-N_au,overview_E-N_au,overview_KE_au,total_energies[0]
1myt01.log,-0.17821,-0.17665,-0.17548,-0.06338,-0.06275,-0.01795,20024.4835,-0.0,-1.1023,-1.2939,3.1412,3.5717,-3.6464,-9.5048,13.1512,2.0388,-6.6596,-0.4054,-13.513,-36.5373,95.0322,4.0115,-33.5721,22.9634,-24.7986,-13.0865,-28.4036,-8.4974,7.73419,5.33131,5.3266,5.35143,5.32547,90,3,1,1,535.0,-0.014,-0.172,-0.307,-0.175,0.007,0.147,0.099,-0.043,-0.011,-0.042,0.022,-0.002,0,0.68057,-0.06759,1.8663,-0.18521,1.86219,-0.18433,1.94561,-0.17547,0.53209,-0.07919,0.23733,0,1,-0.14571,-0.12733,0.018380000000000007,-1.9313600000000002,0.11209999999999999,0.1139,0.16026,2.0,-0.09627999999999999,-0.0116,0.11717999999999999,0.018380000000000007,5964.732679739,-18943.76401357,2973.866835813,-2984.02266219
1myt12.log,-0.32364,-0.29999,-0.29011,-0.1907,-0.17888,-0.1776,19930.1238,1.0,-1.1017,-1.1657,3.2043,3.5833,8.3381,0.9179,-9.2559,1.7961,-7.6578,-0.4372,-2.7718,-27.5321,146.1646,-3.4247,-4.984,-5.5938,-19.966,-11.9034,-52.7474,-16.454,7.38351,5.35842,5.35351,5.3781,5.35198,90,3,1,1,535.0,-0.014,-0.172,-0.307,-0.175,0.007,0.147,0.099,-0.043,-0.011,-0.042,0.022,-0.002,0,0.46591,-0.30401,0.96388,-0.45117,0.96113,-0.40113,0.96143,-0.38542,0.39158,-0.31879,0.57985,1,2,-0.38543666666666665,-0.352105,0.03333166666666665,-1.0379099999999999,0.09940999999999997,0.12110999999999997,0.14603999999999998,2.0,-0.06662999999999997,-0.014780000000000015,0.12214000000000003,0.03333166666666665,5964.732679739,-18906.10196208,2973.533960145,-2983.83422295
1ntf01.log,-0.19019,-0.18897,-0.18363,-0.07076,-0.07042,-0.02389,18415.4695,-0.0,2.1738,-0.72,-0.0411,2.2903,3.3649,2.1571,-5.522,-1.3272,5.1633,-2.566,28.2232,-10.3154,-8.3772,26.3754,6.8645,-7.3756,27.5591,-11.5159,4.6205,13.0305,7.88728,5.34364,5.33015,5.35991,5.32791,91,2,0,1,493.0,-0.084,-0.453,-0.273,-0.264,-0.054,0.074,0.1,-0.012,-0.004,-0.161,-0.086,-0.005,0,0.64934,-0.08385,1.89345,-0.20433,1.88214,-0.20365,1.96053,-0.19285,0.54362,-0.10969,0.08027,0,1,-0.16394333333333333,-0.15127,0.012673333333333342,-1.9207799999999997,0.11286999999999998,0.11855,0.1663,2.0,-0.08316,-0.025840000000000002,0.12014000000000001,0.012673333333333342,5400.788839568,-18237.13957982,3147.433115159,-3157.18493465
1ntf12.log,-0.32647,-0.30893,-0.29783,-0.22521,-0.18572,-0.18557,18325.4234,1.0,2.2572,-0.739,1.324,2.7192,16.1884,14.4986,-30.687,-3.4231,6.1178,-3.7237,11.9065,10.2499,18.4503,-3.6419,-0.2521,-9.211,35.3981,-14.1278,-13.3876,20.1704,7.62561,5.35327,5.34681,5.36941,5.35274,91,2,0,1,493.0,-0.084,-0.453,-0.273,-0.264,-0.054,0.074,0.1,-0.012,-0.004,-0.161,-0.086,-0.005,0,0.44826,-0.31327,0.96968,-0.43393,0.93634,-0.42709,0.97602,-0.40008,0.48656,-0.36573,0.33675,1,2,-0.39143,-0.382905,0.008525000000000005,-0.8917000000000002,0.07261999999999999,0.12320999999999999,0.14089999999999997,3.0,-0.03434999999999999,-0.05246000000000001,0.11724000000000001,0.008525000000000005,5400.788839568,-18200.98079159,3147.086851237,-3156.98019198
1obm01.log,-0.17852,-0.17666,-0.1764,-0.06431,-0.0627,-0.01909,19993.0575,-0.0,2.266,-0.4043,2.825,3.644,-2.6895,-10.6327,13.3223,-2.0354,3.6029,-0.7216,41.0893,-17.5769,78.5893,29.1378,6.647,24.221,39.3923,-7.4112,-28.9945,-6.4841,7.70907,5.33703,5.3341,5.35071,5.32383,92,3,1,1,525.0,0.287,-0.228,-0.147,-0.053,0.046,0.138,-0.0,-0.025,-0.06,-0.038,-0.015,0.029,0,0.65046,-0.06425,1.89236,-0.18732,1.87303,-0.18525,1.96444,-0.17757,0.49638,-0.07498,0.26238,0,1,-0.14560666666666666,-0.126275,0.019331666666666664,-1.9550299999999998,0.11209,0.11396,0.15943000000000002,2.0,-0.10259,-0.010730000000000003,0.12203499999999998,0.019331666666666664,5966.560112915,-18947.43921386,2973.839171802,-2984.02177283
1obm12.log,-0.32153,-0.29963,-0.28971,-0.19734,-0.17906,-0.17767,19898.9154,1.0,2.1676,-0.2648,2.9075,3.6362,8.9816,-0.082,-8.8996,-0.0613,4.0403,-0.337,27.4437,4.0811,127.8467,2.6317,-2.4697,3.6,36.4254,-8.768,-53.5997,-6.7124,7.40254,5.36388,5.35575,5.37664,5.34435,92,3,1,1,525.0,0.287,-0.228,-0.147,-0.053,0.046,0.138,-0.0,-0.025,-0.06,-0.038,-0.015,0.029,0,0.4519,-0.2984,0.95584,-0.42258,0.94804,-0.41926,0.97443,-0.38658,0.40511,-0.32543,0.56143,1,2,-0.38008,-0.356005,0.024074999999999958,-0.9762400000000002,0.09237000000000004,0.12057000000000001,0.14386,2.0,-0.06114999999999998,-0.02703,0.12252000000000002,0.024074999999999958,5966.560112915,-18909.74587172,2973.443649818,-2983.83021451
1ofj01.log,-0.17802,-0.17639,-0.17527,-0.06343,-0.06186,-0.01748,20034.8152,-0.0,2.2166,-0.6734,3.1537,3.9131,-3.5017,-10.4529,13.9546,-2.6958,4.8651,-1.1078,43.7413,-24.951,97.1847,28.065,5.5281,6.7843,35.145,-13.0574,-16.6087,-0.1038,7.73666,5.33699,5.3235,5.34395,5.32885,93,3,1,1,565.0,0.14,0.156,-0.218,-0.063,-0.008,0.131,-0.025,-0.009,0.045,0.064,-0.01,0.019,0,0.73716,-0.07163,1.89198,-0.18716,1.85895,-0.1836,1.88527,-0.16967,0.51633,-0.07745,0.2346,0,1,-0.1474633333333333,-0.12356,0.023903333333333304,-2.0864899999999995,0.11184000000000001,0.11452999999999999,0.16054000000000002,2.0,-0.09221999999999998,-0.005820000000000006,0.11374999999999999,0.023903333333333304,5964.354392277,-18943.06468489,2973.86661162,-2984.02686453
1ofj12.log,-0.32097,-0.29906,-0.28922,-0.19406,-0.17807,-0.1767,19940.5102,1.0,2.0539,-0.6469,3.217,3.8711,8.208,-0.8882,-7.3198,-0.5325,5.8977,-1.4445,26.886,2.8156,150.2852,7.5176,-9.1382,-23.3268,30.1044,-14.4302,-47.7491,-0.2619,7.42986,5.36312,5.34498,5.36995,5.34855,93,3,1,1,565.0,0.14,0.156,-0.218,-0.063,-0.008,0.131,-0.025,-0.009,0.045,0.064,-0.01,0.019,0,0.4883,-0.30308,0.9651,-0.43327,0.94377,-0.41069,0.93306,-0.37262,0.40916,-0.32685,0.53395,1,2,-0.38234666666666667,-0.349735,0.03261166666666665,-1.05495,0.09515999999999997,0.12098999999999999,0.14426999999999998,2.0,-0.04577000000000003,-0.023769999999999958,0.1189,0.03261166666666665,5964.354392277,-18905.42264664,2973.477187516,-2983.83601277
1ofk01.log,-0.1782,-0.17655,-0.17554,-0.06358,-0.062,-0.0175,20035.3701,-0.0,2.2451,-0.509,3.179,3.925,-2.7923,-10.8259,13.6182,-2.1059,5.777,-0.2154,42.9678,-16.4557,95.3312,30.5994,4.7123,9.2071,35.9802,-11.9792,-18.1148,0.8421,7.73371,5.33564,5.32486,5.3471,5.32749,94,3,1,1,557.0,0.117,0.026,-0.201,0.003,-0.009,0.149,-0.081,-0.013,0.058,0.018,-0.018,-0.004,0,0.66891,-0.06608,1.88287,-0.18671,1.8607,-0.18395,1.95421,-0.17565,0.5212,-0.07792,0.23766,0,1,-0.14558,-0.126785,0.01879499999999998,-1.9370700000000003,0.11196,0.11455000000000001,0.1607,2.0,-0.09773,-0.011840000000000003,0.11925,0.01879499999999998,5964.047728858,-18942.42281348,2973.866552101,-2984.02661157
1ofk12.log,-0.32153,-0.29929,-0.28938,-0.19443,-0.17823,-0.17685,19941.1071,1.0,2.0902,-0.4874,3.2456,3.8911,8.6831,-1.0063,-7.6768,0.0831,6.8597,-0.4765,28.2684,5.6625,148.6491,6.1565,-7.1678,-19.6178,32.1028,-13.4625,-50.2042,0.9491,7.42637,5.36171,5.34655,5.37295,5.34717,94,3,1,1,557.0,0.117,0.026,-0.201,0.003,-0.009,0.149,-0.081,-0.013,0.058,0.018,-0.018,-0.004,0,0.4577,-0.29828,0.95355,-0.42665,0.94493,-0.4153,0.96622,-0.37898,0.41588,-0.32835,0.53752,1,2,-0.3800766666666666,-0.353665,0.02641166666666661,-0.9740800000000003,0.09495000000000003,0.12106,0.14467999999999998,2.0,-0.05063000000000001,-0.030069999999999986,0.122695,0.02641166666666661,5964.047728858,-18904.77351107,2973.477424256,-2983.83555777
1phc01.log,-0.18976,-0.18808,-0.18333,-0.07106,-0.07061,-0.02409,18375.2927,-0.0,-2.2278,-0.5109,0.3981,2.32,2.4057,2.609,-5.0147,0.8974,-1.8177,-3.4466,-29.2468,-11.2841,-13.6959,-24.424,4.7446,1.9564,-26.1337,-7.0147,-7.0173,-0.75,7.88373,5.33567,5.36996,5.33142,5.3439,95,2,0,1,446.0,0.144,-0.354,0.087,-0.093,0.009,-0.144,0.14,-0.074,0.047,0.018,0.008,0.016,0,1.13242,-0.12386,1.89792,-0.20336,1.90234,-0.20365,1.46774,-0.15055,0.52612,-0.10716,0.08283,0,1,-0.17695666666666665,-0.128855,0.048101666666666654,-2.9388199999999993,0.11227,0.11746999999999999,0.16567,2.0,-0.043389999999999984,0.016699999999999993,0.079645,0.048101666666666654,5406.037226351,-18247.72617893,3147.428097924,-3157.18356188
1q5d01.log,-0.18906,-0.187,-0.18349,-0.06969,-0.06918,-0.02239,18115.4133,-0.0,-1.7375,0.9292,-0.3541,2.0019,0.3196,4.0528,-4.3724,0.7395,-0.8184,6.7302,-48.8395,-20.5954,-19.4923,-14.2923,3.2265,13.9148,-14.2383,9.0569,-10.7769,-0.0732,7.90368,5.33496,5.35043,5.33066,5.33035,96,2,0,1,440.0,-0.571,-0.369,-0.054,-0.091,0.002,-0.04,0.152,-0.019,-0.099,0.03,-0.001,0.034,0,1.82028,-0.17542,1.89847,-0.20287,1.8954,-0.20361,0.80054,-0.09249,0.53323,-0.10757,0.06616,0,1,-0.1939666666666667,-0.10003000000000001,0.0939366666666667,-4.280380000000001,0.11379999999999998,0.11782,0.16667,1.0,0.015079999999999996,0.06785,0.02782000000000001,0.0939366666666667,5425.510837735,-18286.73485398,3147.469594492,-3157.19283136
1r9o01.log,-0.1886,-0.18706,-0.18317,-0.07016,-0.06815,-0.0224,18163.1892,0.0,0.5361,1.7475,-0.375,1.866,0.9548,2.6611,-3.6159,-0.6271,3.0174,3.7664,-24.7795,15.1528,-22.2747,0.3245,17.9841,4.5874,4.9426,22.5575,-13.9768,3.2754,7.87593,5.33907,5.36394,5.32437,5.33064,97,2,0,1,382.0,-0.481,0.151,-0.045,-0.147,0.025,-0.256,-0.016,-0.035,-0.148,-0.095,-0.043,0.0,0,1.58628,-0.1552,1.90227,-0.20484,1.89045,-0.20263,1.0368,-0.10981,0.52253,-0.10514,0.09482,0,1,-0.18755666666666668,-0.107475,0.08008166666666668,-3.8196699999999995,0.11301,0.11891,0.1662,3.0,-0.0046700000000000075,0.05006000000000001,0.048534999999999995,0.08008166666666668,5419.353301868,-18274.46844071,3147.466117429,-3157.19263343
1rap01.log,-0.17816,-0.17675,-0.17573,-0.06558,-0.06406,-0.01979,21573.6932,-0.0,-0.1764,-1.2048,3.5723,3.7741,-6.783,-5.0881,11.871,0.9751,0.3881,-6.5844,-35.7148,-45.6819,120.8931,6.2613,-17.8173,3.4019,5.7846,-22.1477,2.5749,8.3052,8.06731,5.31005,5.31716,5.31453,5.31994,98,0,1,2,320.0,-0.24,-0.682,-0.079,-0.034,-0.033,0.166,-0.212,-0.007,0.029,-0.134,-0.067,0.053,0,1.87937,-0.17149,1.73137,-0.17503,1.8721,-0.18495,0.79267,-0.09161,0.78133,-0.11617,-0.10557,0,1,-0.17715666666666666,-0.10389,0.07326666666666666,-3.9088399999999996,0.11015,0.11268999999999998,0.15837,1.0,0.02456,0.05532000000000001,0.00849999999999998,0.07326666666666666,7163.318569703,-22382.90860185,3413.662418273,-3424.84906127
1raq01.log,-0.17798,-0.17608,-0.17486,-0.06559,-0.06397,-0.01983,21584.9325,-0.0,-0.6175,-0.9747,3.7828,3.9549,-6.1373,-6.3251,12.4623,1.5838,-1.9494,-5.779,-41.0719,-45.2813,128.0314,5.6885,-13.6195,5.1165,-4.7869,-17.057,0.2239,7.735,8.06236,5.30774,5.31889,5.31742,5.32095,99,0,1,2,317.0,-0.18,-0.808,-0.1,-0.072,0.019,0.246,-0.116,0.034,0.013,0.063,-0.109,-0.019,0,1.95435,-0.1757,1.79516,-0.17948,1.86051,-0.18403,0.70637,-0.0845,0.7386,-0.11241,-0.10034,0,1,-0.17973666666666666,-0.098455,0.08128166666666665,-4.165050000000001,0.10926999999999999,0.11210999999999999,0.15815,1.0,0.02790999999999999,0.06329,0.006055000000000005,0.08128166666666665,7161.621527711,-22379.52916857,3413.667614782,-3424.84991936
1rf901.log,-0.18901,-0.18746,-0.1829,-0.06976,-0.06848,-0.02259,18177.0001,-0.0,0.7634,-1.7527,-0.3601,1.9453,0.5891,3.1639,-3.753,0.0862,1.3471,-2.0234,20.1769,-14.5013,-20.0189,-5.1544,-19.6867,-3.5659,14.4194,-22.1882,8.6642,0.5819,7.89356,5.33432,5.3533,5.32408,5.34174,100,2,0,1,457.0,0.106,-0.292,-0.044,-0.097,0.011,0.013,-0.052,-0.154,-0.009,0.032,-0.029,-0.008,0,1.67998,-0.16322,1.89094,-0.2032,1.88708,-0.20197,0.94782,-0.10296,0.54082,-0.10717,0.07618,0,1,-0.18946333333333332,-0.10506499999999999,0.08439833333333333,-3.96936,0.11314,0.11897999999999999,0.16642,1.0,0.004210000000000005,0.05605,0.03936500000000001,0.08439833333333333,5420.144579344,-18276.05764548,3147.463253319,-3157.1936381
1rf905.log,-0.19838,-0.16727,-0.11585,-0.07257,-0.03306,-0.00278,18175.8071,-0.0,0.9326,-1.8973,-0.9166,2.3043,4.1953,4.2075,-8.4028,2.2861,1.3402,-1.564,25.0314,-18.4987,-27.0771,-5.281,-19.9576,-3.9973,14.222,-21.3981,6.775,-0.4613,7.65212,5.393,5.42339,5.38663,5.41063,100,2,0,1,457.0,0.106,-0.292,-0.044,-0.097,0.011,0.013,-0.052,-0.154,-0.009,0.032,-0.029,-0.008,0,0.84319,-0.19558,0.95737,-0.2348,0.96247,-0.24636,0.5036,-0.14322,0.98217,-0.29176,0.31282,0,5,-0.22558,-0.21749000000000002,0.008089999999999986,-1.27726,0.04328,0.13421,0.1956,1.0,0.14854000000000003,-0.09618000000000002,0.04500000000000001,0.008089999999999986,5420.144579344,-18276.32795734,3147.998410833,-3157.12058747
1rf912.log,-0.33097,-0.30731,-0.29806,-0.2144,-0.18608,-0.18582,18087.7667,1.0,0.7778,-1.7785,0.5604,2.0204,15.6298,14.1222,-29.752,0.2875,0.798,-2.7676,-4.8393,-13.3533,0.3581,3.7674,8.595,-8.0546,15.8252,-27.2126,-2.0982,-12.275,7.56687,5.36195,5.37977,5.35847,5.37004,100,2,0,1,457.0,0.106,-0.292,-0.044,-0.097,0.011,0.013,-0.052,-0.154,-0.009,0.032,-0.029,-0.008,0,0.85256,-0.37807,0.97228,-0.45041,0.95099,-0.42368,0.56659,-0.33276,0.45199,-0.35465,0.39215,1,2,-0.41738666666666663,-0.34370500000000004,0.07368166666666659,-1.75725,0.08365999999999998,0.12123000000000003,0.14514999999999997,1.0,0.02189000000000002,0.023419999999999996,0.058975,0.07368166666666659,5420.144579344,-18239.70233799,3147.183920205,-3156.99338528
1tqn01.log,-0.18996,-0.1892,-0.18362,-0.0705,-0.07044,-0.02358,18362.57,-0.0,-2.1986,-0.1645,-0.5419,2.2703,1.8318,2.2028,-4.0346,0.6551,-2.6258,0.3497,-29.4401,-1.2563,-17.3504,-28.0673,3.4503,1.3516,-24.6256,-5.9825,-3.4642,-7.5343,7.89565,5.33425,5.34785,5.33014,5.34227,101,2,0,1,432.0,-0.336,0.192,-0.148,-0.091,0.021,-0.017,0.165,0.052,-0.006,-0.054,-0.032,0.016,0,0.8503,-0.09744,1.90022,-0.20481,1.89485,-0.20467,1.77028,-0.17155,0.53036,-0.1083,0.07383,0,1,-0.16897333333333334,-0.139925,0.029048333333333343,-2.3447299999999998,0.11312000000000001,0.11876,0.16638,2.0,-0.06325000000000001,-0.010859999999999995,0.10729999999999998,0.029048333333333343,5409.681537933,-18254.94226175,3147.461719806,-3157.18874128
1tqn12.log,-0.32718,-0.30791,-0.29782,-0.22041,-0.18651,-0.18599,18272.4629,1.0,-2.0948,-0.1734,0.7336,2.2263,14.4032,15.4063,-29.8095,2.8141,-2.5821,0.1409,-13.8202,1.0542,6.6156,6.0884,4.7151,-0.096,-30.8283,-7.6051,-9.5361,-13.5411,7.61764,5.35983,5.37206,5.35551,5.36152,101,2,0,1,432.0,-0.336,0.192,-0.148,-0.091,0.021,-0.017,0.165,0.052,-0.006,-0.054,-0.032,0.016,0,0.53059,-0.32748,0.95575,-0.42398,0.96298,-0.44099,0.89638,-0.38343,0.44967,-0.35841,0.3424,1,2,-0.39748333333333336,-0.37092,0.026563333333333328,-1.1032700000000002,0.07740999999999998,0.12140000000000001,0.14119000000000004,3.0,-0.025019999999999987,-0.030930000000000013,0.10500500000000001,0.026563333333333328,5409.681537933,-18218.68126857,3147.117460259,-3156.98298846
1u1301.log,-0.19001,-0.18832,-0.18407,-0.07068,-0.07005,-0.02369,18362.8559,-0.0,-1.8169,-0.9207,-0.6014,2.1238,2.6578,1.6498,-4.3076,1.9457,-4.3874,3.0367,-27.8071,-41.3846,-28.6716,8.2118,-22.2616,-0.0211,-19.2148,-5.1577,0.8746,-1.1943,7.85119,5.3706,5.33035,5.33813,5.3321,102,2,0,1,431.0,-0.036,-0.02,-0.013,-0.179,0.003,-0.001,0.007,-0.007,0.015,0.041,0.06,0.017,0,0.97434,-0.10536,1.90293,-0.2054,1.89704,-0.20357,1.64302,-0.15966,0.508,-0.10339,0.11883,0,1,-0.1714433333333333,-0.131525,0.039918333333333306,-2.62329,0.11339,0.11826999999999999,0.16632000000000002,2.0,-0.05627,0.0019699999999999995,0.099125,0.039918333333333306,5407.712971074,-18250.99071246,3147.444794352,-3157.19624973
1u7501.log,-0.17722,-0.17633,-0.17412,-0.06335,-0.0616,-0.01635,21531.2241,-0.0,-0.1719,0.9895,4.0345,4.1576,-6.8724,-6.111,12.9834,1.388,-2.5329,9.4597,10.0847,40.2994,160.7234,-2.4386,13.7011,13.9767,-9.193,18.1322,-6.0711,9.2336,7.87629,5.33295,5.33535,5.33047,5.33214,103,0,1,2,376.0,-0.504,-0.421,0.387,-0.141,0.036,-0.018,-0.105,0.026,0.135,-0.192,0.277,-0.006,0,1.85044,-0.16607,1.77701,-0.17619,1.88239,-0.18516,0.78546,-0.08278,0.65782,-0.09549,0.08823,0,1,-0.17580666666666667,-0.089135,0.08667166666666666,-4.066560000000001,0.11077,0.11472999999999998,0.16086999999999999,1.0,0.012709999999999999,0.07057999999999999,0.014605000000000007,0.08667166666666666,7128.679396367,-22313.8668905,3413.567322677,-3424.84051508
1u7512.log,-0.31856,-0.29231,-0.28798,-0.18626,-0.17585,-0.1743,21436.569,1.0,-0.2492,1.0241,4.0495,4.1844,2.6738,-1.9977,-0.6761,2.3304,-1.8438,9.7706,4.9344,46.3836,191.6565,2.5542,-0.9919,1.2453,-17.9544,10.6308,-16.7799,3.423,7.60022,5.35716,5.35646,5.35635,5.35416,103,0,1,2,376.0,-0.504,-0.421,0.387,-0.141,0.036,-0.018,-0.105,0.026,0.135,-0.192,0.277,-0.006,0,0.92472,-0.35829,0.93245,-0.42796,0.965,-0.38485,0.49102,-0.29961,0.47419,-0.32925,0.35375,1,2,-0.3903666666666667,-0.31443,0.07593666666666671,-1.85696,0.10172,0.11646000000000001,0.14426,1.0,0.02964,0.02904000000000001,0.04811500000000002,0.07593666666666671,7128.679396367,-22273.8708573,3413.205814127,-3424.65421053
1u7s01.log,-0.1784,-0.17661,-0.17552,-0.06408,-0.06247,-0.01849,20025.6642,-0.0,2.1962,-0.6806,3.1513,3.9009,-2.4721,-10.543,13.0151,-2.0601,3.3805,-3.5428,39.0139,-14.884,92.8754,30.1042,5.2839,21.4953,38.1352,-16.0105,-25.3553,-9.2486,7.73038,5.33784,5.32534,5.34717,5.32727,104,3,1,1,501.0,0.21,0.013,-0.232,-0.173,0.008,0.218,0.048,0.014,0.018,-0.016,-0.0,0.012,0,0.66706,-0.0661,1.87828,-0.18599,1.82428,-0.18088,1.96324,-0.17695,0.55216,-0.08041,0.24071,0,1,-0.14432333333333333,-0.12868,0.015643333333333342,-1.8542199999999993,0.11144000000000001,0.11413999999999999,0.15991,2.0,-0.09654,-0.01430999999999999,0.11733500000000001,0.015643333333333342,5965.480151686,-18945.27052794,2973.862834747,-2984.02500036
1u7s12.log,-0.32243,-0.2996,-0.28962,-0.18969,-0.17867,-0.17758,19931.3948,1.0,2.0627,-0.5771,3.3835,4.0045,8.6828,0.4219,-9.1047,-2.1258,3.9316,-3.2014,26.9417,13.5722,145.4427,2.9995,-3.0158,-3.4356,34.2272,-22.0476,-49.1595,-11.1746,7.39029,5.36342,5.35325,5.37385,5.35461,104,3,1,1,501.0,0.21,0.013,-0.232,-0.173,0.008,0.218,0.048,0.014,0.018,-0.016,-0.0,0.012,0,0.46073,-0.30229,0.96909,-0.40361,0.95254,-0.44608,0.96718,-0.38602,0.38747,-0.31681,0.57315,1,2,-0.38399333333333335,-0.351415,0.032578333333333376,-1.02771,0.09992999999999999,0.12092999999999998,0.14485,2.0,-0.06921,-0.014519999999999977,0.12255500000000003,0.032578333333333376,5965.480151686,-18907.62840544,2973.525905781,-2983.83835884
1u9u01.log,-0.17192,-0.1678,-0.16432,-0.05867,-0.05576,-0.01313,22384.1175,-0.0,-0.4116,-1.4211,-0.2076,1.494,-15.1961,-14.0991,29.2952,-6.1168,1.3228,0.5417,-57.0722,-32.801,5.798,-2.4494,2.8353,2.5247,18.6009,-32.6087,8.42,-3.5434,7.91086,5.30898,5.3061,5.30845,5.30686,105,2,1,0,522.0,0.398,0.223,-0.146,-0.053,0.008,-0.026,-0.097,0.093,0.057,-0.096,0.009,0.061,0,1.89609,-0.163,1.86685,-0.17229,1.83752,-0.16963,0.74186,-0.07381,0.6466,-0.0754,0.05349,0,1,-0.1683066666666667,-0.074605,0.09370166666666668,-4.212,0.10565,0.11204,0.15879,1.0,0.0015899999999999942,0.08760000000000001,0.007959999999999995,0.09370166666666668,7163.71701092,-21780.33159364,3161.92081996,-3173.08086482
1ue801.log,-0.19107,-0.18748,-0.18217,-0.07026,-0.06947,-0.02243,18226.9906,0.0,-1.8465,0.2838,-0.3393,1.8987,2.7644,1.2142,-3.9786,0.2553,-3.2611,1.7625,-37.6111,-16.1956,-25.7245,-18.4475,3.6172,-7.9537,-19.2612,2.8852,-6.1862,-1.785,7.83839,5.3495,5.33505,5.35774,5.33758,106,2,0,1,404.0,0.006,-0.011,0.017,-0.222,-0.001,0.002,0.001,0.003,-0.004,0.156,0.023,0.06,0,1.72238,-0.16613,1.89628,-0.20423,1.9023,-0.20311,0.88285,-0.09495,0.51646,-0.10229,0.13124,0,1,-0.19115666666666667,-0.09862000000000001,0.09253666666666666,-4.121650000000001,0.11191,0.11801,0.16863999999999998,1.0,0.007339999999999999,0.06384,0.03754000000000002,0.09253666666666666,5411.601883627,-18258.92661922,3147.558070425,-3157.18329143
1ue812.log,-0.3319,-0.30723,-0.2981,-0.21881,-0.18686,-0.1861,18138.1958,1.0,-1.713,0.2292,0.4711,1.7913,18.3858,11.8061,-30.1919,-0.5352,-4.0936,2.5069,-9.4124,-12.5026,-6.5539,-3.3251,-9.1629,-14.9162,-24.2946,5.4697,-9.6825,3.248,7.51813,5.37731,5.36511,5.38949,5.35652,106,2,0,1,404.0,0.006,-0.011,0.017,-0.222,-0.001,0.002,0.001,0.003,-0.004,0.156,0.023,0.06,0,0.86429,-0.3856,0.97155,-0.43126,0.96851,-0.45403,0.5502,-0.3325,0.43437,-0.35042,0.4405,1,2,-0.42362999999999995,-0.34146,0.08216999999999997,-1.8197800000000004,0.07928999999999997,0.12037,0.14579999999999999,1.0,0.01791999999999999,0.03517999999999999,0.05704499999999996,0.08216999999999997,5411.601883627,-18222.40619517,3147.24912391,-3156.98291131
1uvy01.log,-0.17837,-0.17681,-0.1756,-0.06327,-0.06255,-0.01799,20069.0013,-0.0,0.0046,-1.7074,3.1104,3.5482,-5.0084,-10.0368,15.0451,-1.489,-4.6183,0.971,10.0533,-35.225,102.7363,-2.1904,-34.7739,2.2474,-6.9478,-16.6762,-19.8478,5.1736,7.73198,5.35097,5.32426,5.33512,5.32685,107,3,1,1,524.0,-0.39,0.097,0.338,-0.041,-0.008,-0.032,-0.056,-0.002,0.055,-0.028,-0.1,0.034,0,0.66802,-0.06602,1.88877,-0.18717,1.86939,-0.18501,1.95311,-0.17561,0.50843,-0.07735,0.23954,0,1,-0.14606666666666668,-0.12647999999999998,0.019586666666666697,-1.9646400000000006,0.11233,0.11426,0.16038,2.0,-0.09825999999999999,-0.011330000000000007,0.12007000000000001,0.019586666666666697,5962.144406214,-18938.59958114,2973.867996652,-2984.02627277
