file_name,HOMO-2,HOMO-1,HOMO,LUMO,LUMO+1,LUMO+2,spatial_extent_R2_au,net_charge,dipole.X,dipole.Y,dipole.Z,dipole.Tot,traceless_quadrupole.XX,traceless_quadrupole.YY,traceless_quadrupole.ZZ,traceless_quadrupole.XY,traceless_quadrupole.XZ,traceless_quadrupole.YZ,octapole.XXX,octapole.YYY,octapole.ZZZ,octapole.XYY,octapole.XXY,octapole.XXZ,octapole.XZZ,octapole.YZZ,octapole.YYZ,octapole.XYZ,natural_population.atoms[0].valence,natural_population.atoms[1].valence,natural_population.atoms[2].valence,natural_population.atoms[3].valence,natural_population.atoms[4].valence,PDB-ID,function,axial1,axial2,pocket_volume,saddling,ruffling,doming,breathing,rotation,wavx,wavy,pro,nstr,mstr,transx,transy,solute,lft_orbitals.Fe.d_xy.occupancy,lft_orbitals.Fe.d_xy.energy,lft_orbitals.Fe.d_xz.occupancy,lft_orbitals.Fe.d_xz.energy,lft_orbitals.Fe.d_yz.occupancy,lft_orbitals.Fe.d_yz.energy,lft_orbitals.Fe.d_(x2-y2).occupancy,lft_orbitals.Fe.d_(x2-y2).energy,lft_orbitals.Fe.d_z2.occupancy,lft_orbitals.Fe.d_z2.energy,iron_natural_charge,charge,multiplicity,t_2g_energy_mean,e_g_energy_mean,lft_energy_delta,lft_occupancy_delta,homo_lumo_gap,homo1_lumo1_gap,homo2_lumo2_gap,orbital_distortion_type,dx2y2_dz2_diff,dz2_dxy_diff,dxy_dxz_dyz_diff,eg_t2g_diff,overview_N-N_au,overview_E-N_au,overview_KE_au,total_energies[0]
3voo01.log,-0.19208,-0.19041,-0.189,-0.07927,-0.07302,-0.02554,18609.6268,-0.0,-1.6378,1.0578,-0.5552,2.0272,6.1153,0.5729,-6.6882,1.4486,-3.686,1.9229,-9.7711,8.1699,-24.9781,-0.632,6.9626,-12.5281,-24.5099,3.3012,2.7485,0.063,7.74501,5.3779,5.39115,5.35635,5.36687,253,2,0,1,364.0,-0.768,-0.119,-0.208,-0.308,-0.003,-0.143,-0.11,0.027,0.001,0.025,-0.013,0.072,0,1.82478,-0.17545,1.89209,-0.20453,1.89709,-0.20331,0.73566,-0.07818,0.55455,-0.10348,0.22549,0,1,-0.19443,-0.09083,0.1036,-4.32375,0.10973000000000001,0.11739,0.16654,1.0,0.025300000000000003,0.07196999999999999,0.028469999999999995,0.1036,5336.208215244,-18106.19721008,3144.986546362,-3157.09480377
3vp501.log,-0.17336,-0.17243,-0.16256,-0.06061,-0.05934,-0.01595,22752.6146,-0.0,3.0867,-0.7144,0.5493,3.2156,-9.1676,-21.8996,31.0672,-0.5966,0.6067,-3.153,45.5842,-12.3323,14.3049,27.7956,5.7618,1.2087,67.7488,-17.7669,0.843,-5.0834,7.70673,5.34475,5.35976,5.35044,5.28572,254,2,1,0,499.0,-0.002,0.095,0.132,-0.178,0.005,0.007,0.08,-0.003,0.061,0.186,0.03,0.036,0,0.60549,-0.06507,1.88341,-0.17736,1.82522,-0.17161,1.95595,-0.17527,0.59985,-0.06767,0.25849,0,1,-0.13801333333333332,-0.12147,0.016543333333333327,-1.7583199999999999,0.10195000000000001,0.11309,0.15741,2.0,-0.10760000000000002,-0.002599999999999991,0.109415,0.016543333333333327,7112.314043468,-21677.2952988,3161.930874107,-3173.03491375
3vtj01.log,-0.18904,-0.18682,-0.18178,-0.07203,-0.07001,-0.02258,17859.5025,-0.0,1.0515,1.5633,0.9994,2.1327,1.3519,5.4004,-6.7523,1.1014,4.973,0.8539,-1.734,20.358,-9.3769,0.9091,17.6992,4.5019,10.7429,14.5589,-0.3693,3.8143,7.83374,5.41521,5.32636,5.37232,5.33347,255,2,0,1,392.0,-0.748,-0.056,-0.046,-0.255,-0.003,-0.256,-0.006,-0.006,0.479,0.006,0.025,0.075,0,1.27496,-0.13701,1.88635,-0.20083,1.90449,-0.20453,1.29673,-0.14088,0.53186,-0.1074,0.13209,0,1,-0.18079,-0.12414,0.056650000000000006,-3.23721,0.10975,0.11681000000000001,0.16646000000000002,2.0,-0.03348000000000001,0.029609999999999997,0.06567,0.056650000000000006,5429.568537015,-18294.97353821,3147.389839628,-3157.15243841
3vxi01.log,-0.17816,-0.17668,-0.17557,-0.06386,-0.0623,-0.01794,19963.8063,0.0,-1.067,-0.5195,3.152,3.368,-3.9074,-10.381,14.2883,-0.8842,5.699,-0.0716,-42.2505,-24.3162,81.2395,-29.533,5.4005,15.2233,-1.8349,-4.7713,-23.5864,21.428,7.73579,5.32548,5.33364,5.32637,5.34551,256,2,1,1,378.0,0.458,-0.031,0.015,-0.159,-0.01,0.06,-0.148,0.017,0.024,-0.03,-0.029,-0.018,0,0.68978,-0.06756,1.89903,-0.18794,1.87471,-0.18519,1.92809,-0.17351,0.49725,-0.07596,0.23577,0,1,-0.14689666666666668,-0.124735,0.022161666666666677,-2.0381799999999997,0.11171,0.11438000000000001,0.16022,2.0,-0.09755,-0.008400000000000005,0.11900499999999999,0.022161666666666677,5971.169937121,-18956.62701931,2973.867694893,-2984.0269272
3vxj01.log,-0.17822,-0.17678,-0.17541,-0.06378,-0.06226,-0.01787,19998.5636,-0.0,-1.2313,-0.6854,3.2266,3.5209,-3.5608,-10.7474,14.3082,0.5031,5.3303,-1.4998,-40.9128,-4.4954,86.1688,-33.0233,-0.799,18.9091,-3.0604,-9.9319,-27.3293,4.9992,7.73509,5.35174,5.32492,5.33245,5.32672,257,2,1,1,362.0,0.412,0.016,0.05,-0.161,0.002,0.025,-0.127,-0.007,0.005,0.046,-0.015,0.008,0,0.70368,-0.06914,1.89839,-0.18826,1.87326,-0.18517,1.91403,-0.17211,0.49816,-0.07625,0.23644,0,1,-0.14752333333333334,-0.12418000000000001,0.023343333333333327,-2.0631399999999998,0.11163000000000001,0.11451999999999998,0.16035,2.0,-0.09586000000000001,-0.007110000000000005,0.11757500000000003,0.023343333333333327,5967.902435372,-18950.09020171,2973.864293503,-2984.02714167
3wc801.log,-0.17456,-0.16892,-0.16546,-0.06539,-0.05675,-0.02453,20009.8327,-0.0,-0.9704,-1.397,2.7297,3.2163,-7.0909,-5.7443,12.8352,0.8402,-3.4318,-4.3491,-14.8737,-28.4025,59.8487,-31.047,-30.2231,4.8881,-11.5609,-24.9513,-12.1374,-9.7334,7.82943,5.318,5.34693,5.33391,5.33271,258,0,1,1,393.0,-0.244,-0.92,-0.132,-0.106,0.033,0.062,-0.113,0.006,0.039,0.091,0.009,-0.061,0,1.35226,-0.12287,1.9006,-0.18124,1.84321,-0.17787,1.28267,-0.11621,0.57033,-0.0806,0.14328,0,1,-0.16066,-0.09840499999999999,0.062255000000000005,-3.2430700000000003,0.10006999999999999,0.11216999999999999,0.15003,3.0,-0.03560999999999999,0.04226999999999999,0.05668500000000003,0.062255000000000005,5958.918546255,-18930.15295855,2970.909835363,-2983.72984359
3wec01.log,-0.18987,-0.18689,-0.18278,-0.07114,-0.07058,-0.02351,18248.4401,-0.0,-1.7493,0.9862,-1.5032,2.5084,0.6646,4.3318,-4.9964,0.8187,-0.4109,5.3581,-41.9012,-22.0855,-31.4871,-14.5509,4.3909,-2.3125,-18.5559,11.0622,-0.9128,5.0413,7.69133,5.37995,5.37931,5.36197,5.34717,259,2,0,1,437.0,0.198,-0.132,-0.105,-0.368,-0.013,-0.133,0.043,-0.018,0.32,-0.003,0.051,0.15,0,1.7701,-0.17044,1.92788,-0.20374,1.89988,-0.20209,0.81524,-0.0896,0.42771,-0.0878,0.27748,0,1,-0.19209,-0.0887,0.10339000000000001,-4.35491,0.11164,0.11631,0.16636,3.0,-0.001799999999999996,0.08264,0.032475000000000004,0.10339000000000001,5393.817104158,-18223.44471126,3147.399351675,-3157.17457531
3wxo01.log,-0.17758,-0.17606,-0.17535,-0.06346,-0.06122,-0.01766,19811.8505,0.0,2.3571,0.2463,3.0974,3.9001,-7.1832,-6.082,13.2652,2.8583,0.7307,0.6259,50.3137,-18.2631,94.9222,15.3983,9.7882,-0.1835,32.6606,6.8903,-10.3077,6.8516,7.73576,5.35461,5.32521,5.32891,5.32712,260,2,1,1,405.0,-0.597,-0.029,0.225,0.112,0.006,-0.084,0.074,0.011,-0.094,0.176,0.12,-0.055,0,1.88298,-0.16943,1.88836,-0.18704,1.88293,-0.1853,0.73664,-0.07177,0.49988,-0.07643,0.23554,0,1,-0.18059,-0.0741,0.10649,-4.41775,0.11189,0.11484,0.15991999999999998,1.0,0.0046599999999999975,0.093,0.016740000000000005,0.10649,5977.215431296,-18968.89059878,2973.886525869,-2984.02025705
3x3201.log,-0.17237,-0.16848,-0.16483,-0.05924,-0.05761,-0.01455,22558.218,-0.0,0.8485,-1.6233,-0.2716,1.8518,-9.1194,-20.3372,29.4566,-0.6705,-0.0667,0.5704,-21.039,-35.4323,-0.3329,8.4692,-34.899,7.4986,36.197,-18.2371,-2.7301,-0.4151,7.91052,5.3075,5.3048,5.30925,5.30834,261,2,1,0,496.0,0.392,0.291,-0.08,-0.038,0.003,-0.026,-0.111,0.054,0.027,-0.007,-0.008,0.048,0,0.68097,-0.0698,1.88423,-0.17495,1.83604,-0.16962,1.9533,-0.16802,0.63392,-0.07499,0.05386,0,1,-0.13812333333333335,-0.121505,0.016618333333333346,-1.8140199999999993,0.10559,0.11087,0.15782,2.0,-0.09303,-0.00519,0.10248499999999999,0.016618333333333346,7152.935141403,-21758.60368067,3161.910156345,-3173.08293953
3x3301.log,-0.17243,-0.16847,-0.16489,-0.05926,-0.0577,-0.0147,22560.0382,0.0,0.8692,-1.6526,-0.2245,1.8807,-9.1811,-20.1992,29.3803,-0.6053,-1.1816,2.0581,-20.4146,-34.447,1.6899,9.0203,-35.7232,5.8411,35.7393,-19.1137,-2.8742,1.0483,7.91116,5.30699,5.30214,5.30835,5.31146,262,2,1,0,540.0,0.299,0.243,-0.108,-0.069,-0.011,0.064,-0.089,0.019,0.001,-0.036,0.021,0.029,0,0.67461,-0.06942,1.88627,-0.17527,1.83569,-0.16972,1.96006,-0.16858,0.63212,-0.07492,0.05325,0,1,-0.13813666666666669,-0.12175,0.016386666666666688,-1.8043900000000006,0.10563,0.11077000000000001,0.15773,2.0,-0.09366000000000001,-0.005500000000000005,0.10307500000000001,0.016386666666666688,7152.885988584,-21758.49526337,3161.913135193,-3173.0831109
3x3501.log,-0.17243,-0.16851,-0.1649,-0.05929,-0.05761,-0.01473,22568.8267,0.0,0.9109,-1.6308,-0.2024,1.8789,-8.9935,-20.2741,29.2675,-0.4367,-1.4827,2.4239,-19.3369,-34.6738,3.6554,8.227,-35.5172,4.467,37.2519,-18.3843,-1.8102,2.3174,7.91026,5.30718,5.30368,5.30845,5.31025,263,2,1,0,532.0,0.331,0.227,-0.099,-0.076,-0.007,0.067,-0.088,-0.01,-0.007,-0.052,0.032,0.023,0,0.6696,-0.06892,1.88609,-0.17519,1.83468,-0.16959,1.96466,-0.16889,0.63319,-0.07492,0.05413,0,1,-0.1379,-0.12190500000000001,0.01599499999999998,-1.7925200000000006,0.10560999999999998,0.1109,0.1577,2.0,-0.09397000000000001,-0.006000000000000005,0.10346999999999999,0.01599499999999998,7151.906548288,-21756.54068352,3161.910784791,-3173.08300955
3zbm01.log,-0.1785,-0.17699,-0.17546,-0.06509,-0.06403,-0.01919,21607.2463,-0.0,-0.9365,1.3487,3.7766,4.1181,-8.0515,-3.7032,11.7548,-1.9649,-0.9592,7.6301,-25.1468,45.2629,126.6211,6.5067,28.2584,-9.178,-18.3539,22.8579,14.148,0.3948,8.04921,5.31916,5.31371,5.31407,5.31605,264,2,1,2,337.0,0.035,-0.65,-0.042,-0.067,0.03,0.008,-0.136,0.057,0.001,0.144,-0.039,-0.023,0,0.71979,-0.08437,1.84769,-0.18289,1.87891,-0.18702,1.91899,-0.17247,0.68096,-0.10825,-0.08631,0,1,-0.15142666666666668,-0.14036,0.011066666666666669,-1.8464400000000003,0.11037000000000001,0.11296,0.15931,2.0,-0.06422000000000001,-0.02388,0.10058499999999998,0.011066666666666669,7156.051280238,-22368.34747519,3413.645923212,-3424.85387585
3zcg01.log,-0.17656,-0.17576,-0.17424,-0.06334,-0.0615,-0.01788,19641.8118,0.0,2.2104,0.1113,3.5577,4.19,-6.5048,-6.0037,12.5086,3.383,1.2586,1.6748,51.756,-17.7476,76.1231,12.872,7.4502,-0.5299,30.0251,4.195,-0.6234,2.4941,7.73449,5.35061,5.32805,5.32785,5.33223,265,2,1,1,467.0,-0.764,0.141,-0.141,-0.162,0.009,-0.115,0.032,-0.015,0.002,-0.039,-0.046,0.044,0,1.95503,-0.17526,1.87913,-0.18513,1.89825,-0.18567,0.65777,-0.06397,0.49543,-0.07469,0.23661,0,1,-0.18202,-0.06933,0.11268999999999998,-4.57921,0.11090000000000001,0.11426,0.15868,1.0,0.010720000000000007,0.10056999999999999,0.01014000000000001,0.11268999999999998,5989.746634037,-18993.96538118,2973.870413775,-2984.02292621
3ziy01.log,-0.17581,-0.1729,-0.17085,-0.06323,-0.05915,-0.036,21671.5872,-0.0,0.0248,1.4125,3.6747,3.9369,-2.7229,-9.8876,12.6105,1.5732,1.5123,6.9678,-6.8251,92.0792,126.4053,-2.6454,8.7668,3.7745,-4.6713,15.2965,-0.6028,15.2606,8.07749,5.30481,5.32887,5.30888,5.32233,266,2,1,2,344.0,0.069,-0.701,-0.032,-0.045,0.02,-0.027,-0.134,0.055,0.013,0.021,-0.001,-0.024,0,1.59058,-0.14584,1.8506,-0.18097,1.87213,-0.18393,1.05122,-0.10691,0.70078,-0.10853,-0.11531,0,1,-0.17024666666666666,-0.10772000000000001,0.06252666666666665,-3.5613100000000006,0.10762000000000001,0.11374999999999999,0.13981,1.0,0.0016199999999999964,0.037309999999999996,0.036610000000000004,0.06252666666666665,7140.980072619,-22336.638735,3411.428608349,-3424.59564673
451c01.log,-0.17858,-0.1775,-0.17528,-0.0647,-0.06366,-0.01935,21662.0629,0.0,0.3121,2.478,3.8365,4.5779,-10.3571,-2.1401,12.4971,-1.1631,-2.8947,3.3726,-9.7757,35.5586,130.9483,-0.2643,30.418,-1.9507,0.2335,38.4149,5.1158,5.8634,8.04537,5.32271,5.30268,5.31596,5.31918,267,0,1,2,351.0,0.085,-0.497,-0.012,0.001,0.002,-0.005,-0.071,-0.011,-0.011,0.001,0.003,-0.001,0,0.79442,-0.08972,1.8513,-0.18352,1.88204,-0.18734,1.84304,-0.16673,0.673,-0.10786,-0.08312,0,1,-0.15352666666666667,-0.137295,0.016231666666666672,-2.0117199999999995,0.11058,0.11384,0.15922999999999998,2.0,-0.05886999999999999,-0.018140000000000003,0.09570999999999999,0.016231666666666672,7149.581447729,-22355.43060669,3413.627862165,-3424.85104411
4a6z01.log,-0.17724,-0.17628,-0.17423,-0.06392,-0.06325,-0.01879,19988.4723,-0.0,0.9753,-2.1554,3.7451,4.4298,-4.3741,-8.6776,13.0516,-2.7657,3.5603,-3.024,0.9968,-29.1907,93.2578,-2.1646,-38.0596,13.5923,19.4688,-29.7087,-7.4259,4.8139,7.72294,5.35841,5.33093,5.32747,5.33427,268,2,1,1,402.0,-0.63,0.304,0.071,-0.245,0.028,-0.137,0.132,-0.002,0.035,-0.042,-0.014,0.047,0,0.74176,-0.07258,1.90035,-0.18748,1.85341,-0.18287,1.86901,-0.16998,0.50985,-0.0766,0.24851,0,1,-0.14764333333333335,-0.12329,0.024353333333333352,-2.11666,0.11030999999999999,0.11302999999999999,0.15845,2.0,-0.09337999999999999,-0.004019999999999996,0.112595,0.024353333333333352,5964.365988396,-18943.02251515,2973.857197579,-2984.02052697
4a7101.log,-0.17724,-0.17629,-0.17427,-0.06386,-0.06316,-0.01874,19991.7692,-0.0,0.9137,-2.1463,3.6638,4.3434,-4.4546,-8.7573,13.2119,-2.7696,3.7093,-2.7545,0.6915,-28.8633,93.2262,-1.8174,-37.9012,13.4416,18.4972,-29.6086,-8.1881,4.5868,7.72656,5.35799,5.33021,5.32657,5.33269,269,2,1,1,405.0,-0.611,0.272,0.09,-0.253,0.032,-0.144,0.13,-0.006,0.019,-0.057,-0.033,0.034,0,0.74837,-0.07313,1.89937,-0.18748,1.85463,-0.18307,1.86396,-0.16939,0.5107,-0.07683,0.24491,0,1,-0.14789333333333335,-0.12311,0.02478333333333335,-2.12771,0.11041000000000001,0.11313000000000001,0.1585,2.0,-0.09256000000000002,-0.003699999999999995,0.11214500000000002,0.02478333333333335,5964.764092719,-18943.82655292,2973.859839381,-2984.02162097
4a7m01.log,-0.17775,-0.17622,-0.17468,-0.06345,-0.063,-0.01856,19967.6574,-0.0,0.5278,-2.1395,3.4736,4.1136,-4.0404,-9.6042,13.6446,-0.4122,3.7676,-2.3702,-1.3669,-28.9575,89.2279,-1.6171,-37.6292,9.7197,15.4742,-30.0325,-5.7936,-4.3525,7.7352,5.32589,5.33384,5.32288,5.36285,270,2,1,1,409.0,-0.59,0.279,0.077,-0.232,0.043,-0.094,0.173,0.002,0.07,0.018,-0.018,0.068,0,0.80285,-0.07772,1.89502,-0.18757,1.85776,-0.18332,1.81637,-0.16435,0.51352,-0.07747,0.23627,0,1,-0.14953666666666665,-0.12090999999999999,0.02862666666666666,-2.22574,0.11123,0.11321999999999999,0.15919,2.0,-0.08688,0.0002500000000000002,0.107725,0.02862666666666666,5969.038704077,-18952.40639844,2973.868866035,-2984.02537536
4b4y01.log,-0.21043,-0.18888,-0.18386,-0.10307,-0.07231,-0.07,20123.7988,-0.0,0.2833,2.5929,7.746,8.1734,-0.3538,5.2859,-4.9321,5.9186,3.8571,2.6466,-13.5212,16.3625,165.0705,1.545,22.2972,-14.126,7.5655,46.9153,6.4836,4.3658,7.7073,5.32906,5.31897,5.33065,5.32031,271,3,1,3,529.0,0.534,-0.714,0.03,-0.195,-0.044,0.199,-0.26,-0.042,-0.027,-0.068,-0.05,0.0,0,1.44376,-0.1879,1.40659,-0.20817,1.83968,-0.23972,1.29206,-0.17421,0.79257,-0.16987,0.25918,0,1,-0.21193000000000004,-0.17204,0.03989000000000004,-2.6054000000000004,0.08079,0.11657,0.14043,3.0,-0.0043400000000000105,0.018030000000000018,0.036044999999999994,0.03989000000000004,6204.360265753,-19595.26006493,3047.237225162,-3057.87457377
4blk01.log,-0.17642,-0.1755,-0.17369,-0.06151,-0.06092,-0.01605,19659.5929,0.0,0.7002,-1.9797,3.6114,4.1776,-5.936,-7.3438,13.2797,-3.0299,-0.9809,-1.6508,4.0115,-23.0289,102.6053,4.372,-20.5089,-3.3105,12.0287,-33.4395,-1.9917,-7.36,7.7303,5.35674,5.32639,5.32747,5.33058,272,2,1,1,412.0,-0.772,0.3,0.217,-0.047,0.028,-0.046,0.149,0.014,0.067,0.025,-0.02,0.021,0,1.27727,-0.11744,1.88378,-0.18516,1.87169,-0.1845,1.33984,-0.12278,0.50726,-0.07592,0.24136,0,1,-0.16236666666666666,-0.09935,0.06301666666666667,-3.1856400000000002,0.11218,0.11457999999999999,0.16036999999999998,2.0,-0.04686,0.04152,0.06738999999999999,0.06301666666666667,5982.865976778,-18980.30890745,2973.871382791,-2984.02321024
4bll01.log,-0.17614,-0.17548,-0.17307,-0.06173,-0.06115,-0.01606,19685.5473,-0.0,0.9837,-1.8418,3.9904,4.5037,-5.0493,-7.908,12.9572,-2.7725,-0.6954,-1.6853,12.4401,-22.4795,106.6445,2.8051,-20.3417,0.495,16.7356,-30.7856,-2.3182,-8.2108,7.71088,5.36101,5.32744,5.33157,5.33621,273,2,1,1,420.0,-0.748,0.261,0.157,-0.134,0.019,-0.041,0.15,0.049,0.034,0.03,-0.029,0.013,0,0.95582,-0.09014,1.89405,-0.18591,1.86896,-0.18372,1.64978,-0.1506,0.49593,-0.07399,0.26096,0,1,-0.15325666666666668,-0.112295,0.040961666666666674,-2.5731200000000003,0.11134,0.11432999999999999,0.16008,2.0,-0.07661000000000001,0.016149999999999998,0.09467500000000001,0.040961666666666674,5976.800981403,-18968.17017731,2973.852918783,-2984.01867624
4bln01.log,-0.17575,-0.17537,-0.17229,-0.06199,-0.06165,-0.01612,19757.5051,-0.0,0.7122,-1.8881,4.2776,4.7297,-5.1896,-7.7949,12.9845,-2.7866,-0.7532,-1.7329,7.9901,-23.2473,115.9791,4.1291,-20.3559,1.1134,11.9367,-32.0227,-1.674,-7.023,7.67746,5.36669,5.33432,5.33493,5.34616,274,2,1,1,428.0,-0.697,0.23,0.199,-0.153,0.019,-0.018,0.176,0.01,0.082,0.014,-0.017,0.033,0,1.13046,-0.10601,1.89568,-0.18519,1.86863,-0.18305,1.45815,-0.1352,0.48781,-0.07176,0.29478,0,1,-0.15808333333333333,-0.10347999999999999,0.05460333333333334,-2.948809999999999,0.1103,0.11371999999999999,0.15963,2.0,-0.06343999999999998,0.03424999999999999,0.07811000000000001,0.05460333333333334,5965.134836459,-18944.84794328,2973.820718193,-2984.00981849
4blx01.log,-0.17644,-0.17544,-0.17346,-0.06165,-0.06107,-0.01598,19705.9595,-0.0,0.7397,-1.9356,3.8637,4.3843,-5.7415,-7.6059,13.3474,-2.9752,-0.9165,-1.4727,5.6626,-23.5928,109.1975,4.279,-20.5608,-1.793,12.727,-32.4391,-2.1917,-7.8164,7.71211,5.35814,5.32741,5.33089,5.33663,275,2,1,1,403.0,-0.717,0.267,0.206,-0.096,-0.003,-0.029,0.205,0.028,0.086,-0.005,-0.011,0.057,0,1.21588,-0.11265,1.88793,-0.18557,1.87201,-0.18446,1.39199,-0.12791,0.49831,-0.07452,0.25974,0,1,-0.16089333333333336,-0.101215,0.05967833333333336,-3.0855200000000007,0.11180999999999999,0.11437000000000001,0.16046000000000002,2.0,-0.05338999999999999,0.03813,0.07236500000000001,0.05967833333333336,5975.182107272,-18964.9250001,2973.850443186,-2984.0185841
4bm301.log,-0.17646,-0.17549,-0.17347,-0.06318,-0.06139,-0.01776,19830.853,-0.0,1.8363,-0.1037,3.7479,4.1749,-7.4675,-6.2549,13.7224,3.6779,1.1943,-1.6624,48.0502,-18.99,107.906,14.4836,8.0127,0.7052,30.4766,-0.2905,-9.1742,-0.4903,7.72146,5.33379,5.32833,5.35196,5.33449,276,2,1,1,453.0,-0.777,0.263,0.257,-0.076,0.102,-0.021,0.226,-0.026,0.127,0.09,-0.035,0.067,0,1.92073,-0.17389,1.87629,-0.18505,1.85037,-0.18202,0.69768,-0.06826,0.52769,-0.07758,0.25004,0,1,-0.18032,-0.07292,0.10740000000000001,-4.42202,0.11029000000000001,0.11410000000000001,0.1587,1.0,0.009319999999999995,0.09630999999999999,0.009645000000000015,0.10740000000000001,5970.849797795,-18956.18533144,2973.861334489,-2984.01913774
4bm401.log,-0.17745,-0.1762,-0.17437,-0.06345,-0.06168,-0.01738,19902.3838,-0.0,2.2686,-0.0061,3.9757,4.5774,-7.4914,-5.6104,13.1018,3.2758,0.1472,0.51,52.5942,-18.7776,111.3303,14.07,9.4676,0.4122,29.7524,1.4741,-8.8716,3.3373,7.7044,5.36333,5.33378,5.32976,5.33053,277,2,1,1,418.0,-0.533,0.135,0.319,-0.248,0.027,0.015,0.086,-0.013,0.165,0.191,-0.05,0.044,0,1.89016,-0.17258,1.87576,-0.1865,1.88232,-0.18588,0.71506,-0.07025,0.49989,-0.07556,0.26811,0,1,-0.18165333333333333,-0.072905,0.10874833333333334,-4.43329,0.11091999999999999,0.11452,0.16007,1.0,0.005309999999999995,0.09702000000000001,0.013609999999999983,0.10874833333333334,5962.692515501,-18939.76748638,2973.860834634,-2984.01843508
4c4401.log,-0.1779,-0.17631,-0.17512,-0.06303,-0.06094,-0.01653,19796.4153,-0.0,1.5408,-0.7419,2.9506,3.4104,-8.3142,-6.3548,14.6691,2.7066,-2.4097,-3.8002,55.0566,-24.7716,85.2498,12.0028,6.4876,-17.6649,8.4647,-13.1802,-2.8672,10.6938,7.72345,5.35175,5.33005,5.33664,5.32519,278,3,1,1,453.0,-0.497,0.17,0.189,-0.013,0.002,-0.073,-0.005,-0.008,-0.106,0.02,0.052,-0.043,0,1.94279,-0.1745,1.86976,-0.18449,1.87032,-0.18363,0.68035,-0.06588,0.52214,-0.07693,0.24802,0,1,-0.18087333333333333,-0.071405,0.10946833333333333,-4.480379999999999,0.11209,0.11537,0.16137,1.0,0.011050000000000004,0.09756999999999999,0.009560000000000013,0.10946833333333333,5978.835859669,-18972.14622579,2973.855020742,-2984.02350575
4cpp01.log,-0.18995,-0.18851,-0.1833,-0.07148,-0.07033,-0.02347,18294.608,-0.0,0.4997,1.7773,0.7436,1.9903,0.3031,5.585,-5.8881,1.0281,2.4175,0.1367,-16.6055,22.1869,-4.9077,-0.7041,18.7855,-12.1,7.1579,22.2568,19.1202,-2.8668,7.84173,5.35952,5.34195,5.37469,5.33588,279,2,0,1,446.0,0.23,-0.279,-0.029,-0.049,-0.011,-0.037,0.048,-0.065,-0.033,0.012,0.024,-0.005,0,1.31729,-0.14253,1.90263,-0.20404,1.90966,-0.20532,1.25495,-0.13631,0.51002,-0.10625,0.12617,0,1,-0.18396333333333334,-0.12128,0.06268333333333334,-3.36461,0.11181999999999999,0.11818000000000001,0.16648000000000002,3.0,-0.03005999999999999,0.03627999999999999,0.06215000000000001,0.06268333333333334,5399.892553574,-18235.46307248,3147.383520623,-3157.16654633
4dc701.log,-0.17835,-0.17685,-0.17593,-0.06332,-0.06279,-0.01791,20009.8614,-0.0,-0.7954,-1.4708,3.2846,3.6857,-4.4456,-9.2088,13.6544,1.904,-2.1624,-1.2219,-9.8709,-33.4513,88.8549,3.1497,-33.6895,7.1284,-21.6389,-19.382,-19.3627,-0.5806,7.73193,5.33422,5.32803,5.34981,5.32541,280,3,1,1,528.0,-0.012,-0.004,-0.081,-0.15,0.004,0.025,0.015,-0.007,0.014,0.017,0.021,0.038,0,0.66665,-0.06585,1.89816,-0.18772,1.86971,-0.18543,1.95204,-0.1755,0.50125,-0.0763,0.23998,0,1,-0.14633333333333334,-0.1259,0.02043333333333333,-1.98123,0.11261,0.11406000000000001,0.16044,2.0,-0.09919999999999998,-0.010450000000000001,0.12072499999999999,0.02043333333333333,5967.75237489,-18949.80374921,2973.868911943,-2984.02739229
4dy901.log,-0.17845,-0.17662,-0.17496,-0.06498,-0.0639,-0.019,21646.0599,-0.0,-0.5689,-1.4,3.5523,3.8604,-6.186,-5.116,11.302,2.0332,-1.3882,-8.8894,-35.0834,-48.4664,131.7273,5.322,-17.322,-1.4011,0.9014,-27.7044,3.3285,10.0806,8.05604,5.30545,5.31854,5.31633,5.32283,281,0,1,2,330.0,-0.152,-0.6,0.133,-0.251,-0.006,-0.081,-0.117,0.014,0.039,0.105,-0.059,-0.034,0,1.83238,-0.16644,1.80549,-0.17986,1.85292,-0.18332,0.82417,-0.09247,0.73636,-0.11232,-0.09402,0,1,-0.17654,-0.102395,0.074145,-3.9302599999999996,0.10998000000000001,0.11272,0.15945,1.0,0.019850000000000007,0.05412,0.015149999999999997,0.074145,7155.543271084,-22367.38096287,3413.692800679,-3424.85143209
4e2p01.log,-0.18866,-0.18695,-0.17953,-0.0768,-0.0723,-0.02944,17940.2006,-0.0,-1.5198,-1.4522,1.1246,2.384,3.7467,3.3672,-7.1139,2.135,-5.0135,1.4146,-12.0971,-28.966,0.4321,9.9312,-28.9408,-7.9533,-18.2121,-14.4776,12.6815,14.9224,7.78948,5.42465,5.32931,5.38987,5.33716,282,2,0,1,405.0,-1.138,-1.573,-0.307,0.096,-0.101,-0.131,0.022,-0.004,0.481,0.158,0.08,0.028,0,0.62077,-0.08955,1.91295,-0.20963,1.89029,-0.20597,1.93924,-0.20058,0.49902,-0.10942,0.17937,0,1,-0.16838333333333333,-0.155,0.01338333333333333,-1.98575,0.10273,0.11465,0.15922,2.0,-0.09116,-0.01987,0.11824999999999998,0.01338333333333333,5430.231938271,-18296.03138225,3147.371841389,-3157.11840579
